盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/05,2018/06/28,10.25,,,2018/07/20(即將發放),0.8,0,0.8,0,0,0,0.8,10.9,7.32
2016,2017,2017/06/07,2017/06/28,8.4,,,2017/07/28,0.6,0,0.6,0,0,0,0.6,9.23,6.5
2015,2016,2016/06/03,2016/06/23,6.58,,,2016/07/29,0.3,0,0.3,0,0,0,0.3,7.24,4.14
2014,2015,2015/06/02,2015/07/09,7.7,,,2015/08/14,0.8,0,0.8,0,0,0,0.8,8.06,9.93
2013,2014,2014/06/26,,,,,,0,0,0,0,0,0,0,8.11,0
2012,2013,2013/06/20,,,,,,0,0,0,0,0,0,0,6.41,0
2011,2012,2012/05/04,2012/09/11,5.86,,,,0.15,0,0.15,0,0,0,0.15,6.36,2.36
2010,2011,2011/06/17,,,,,,0,0,0,0,0,0,0,8.44,0
2009,2010,2010/06/25,,,,,,0,0,0,0,0,0,0,6.73,0
2008,2009,2009/06/19,,,,,,0,0,0,0,0,0,0,5.28,0
2007,2008,2008/06/13,,,,,,0,0,0,0,0,0,0,7.61,0
2006,2007,2007/06/15,,,,,,0,0,0,0,0,0,0,8.09,0
2005,2006,2006/06/23,,,,,,0,0,0,0,0,0,0,5.2,0
2004,2005,2005/06/09,,,,,,0,0,0,0,0,0,0,4.6,0
2003,2004,2004/06/23,,,,,,0,0,0,0,0,0,0,7.02,0
2002,2003,2003/06/23,,,,,,0,0,0,0,0,0,0,3.55,0
2001,2002,2002/06/25,,,,,,0,0,0,0,0,0,0,2.27,0
2000,2001,,,,,,,0,0,0,0,0,0,0,1.34,0
1999,2000,,,,,,,0,0,0,0,0,0,0,4.31,0
1998,1999,,,,,,,0,0,0,0,0.3,0.3,0.3,9.25,3.24
1997,1998,,,,,,,0,0,0,0,1,1,1,27.6,3.63
1996,1997,,,,,,,0,0,0,0,1,1,1,73,1.37
1995,1996,1996/05/10,,,1996/06/27,23.4,,0,0,0,1,0.5,1.5,1.5,25.8,5.82
1994,1995,,,,,,,0,0,0,1.2,0.5,1.7,1.7,25.6,6.64
1993,1994,,,,,,,0.2,0,0.2,1,0,1,1.2,,
1992,1993,,,,,,,0,0,0,2,2.83,4.83,4.83,,
