盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/21,2018/07/27(即將除息),,,,2018/08/30(即將發放),2.9,0,2.9,0,0,0,2.9,45.2,6.42
2016,2017,2017/06/27,2017/08/22,40,,,2017/09/19,3,0,3,0,0,0,3,42.9,6.99
2015,2016,2016/06/21,2016/08/01,37.4,,,2016/08/30,1.5,0,1.5,0,0,0,1.5,37.1,4.05
2014,2015,2015/06/29,,,,,,0,0,0,0,0,0,0,21.3,0
2013,2014,2014/06/30,2014/08/19,13.05,,,2014/09/25,0.5,0,0.5,0,0,0,0.5,24.7,2.02
2012,2013,2013/06/28,2013/08/05,38.5,,,,0.75,0,0.75,0,0,0,0.75,36.7,2.04
2011,2012,2012/06/18,2012/07/04,44.5,,,,2.6,0,2.6,0,0,0,2.6,43.4,6
2010,2011,2011/06/30,2011/07/21,66.3,,,,3.35,0,3.35,0,0,0,3.35,64.9,5.16
2009,2010,2010/06/29,2010/07/28,37.95,,,,3,0,3,0,0,0,3,48.1,6.23
2008,2009,2009/06/19,2009/07/29,29.8,2009/08/20,34.15,,1.25,0,1.25,0.75,0,0.75,2,30.8,6.5
2007,2008,2008/06/27,2008/07/28,29.6,,,,2.7,0,2.7,0,0,0,2.7,30.2,8.95
2006,2007,2007/06/15,2007/09/11,40,2007/09/11,40,,1.8,0,1.8,0.3,0,0.3,2.1,35.2,5.97
2005,2006,2006/06/13,2006/08/24,23.6,2006/08/24,23.6,,1.6,0,1.6,0.5,0,0.5,2.1,26.2,8.03
2004,2005,2005/06/16,2005/07/07,16.55,,,,1.2,0,1.2,0,0,0,1.2,19.5,6.16
2003,2004,2004/06/18,2004/08/20,11.95,2004/08/20,11.95,,0.29,0,0.29,0.29,0,0.29,0.59,13.3,4.4
2002,2003,2003/06/05,2003/08/28,12.35,2003/08/28,12.35,,0.7,0,0.7,0.3,0,0.3,1,13.2,7.6
2001,2002,2002/06/10,2002/09/09,11.26,2002/09/09,11.26,,0.2,0,0.2,0.3,0,0.3,0.5,11.8,4.25
2000,2001,2001/06/27,2001/10/16,7.21,2001/10/16,7.21,,0.21,0,0.21,0.52,0,0.52,0.73,9.43,7.78
1999,2000,2000/06/21,2000/09/01,11.75,2000/09/01,11.75,,0.2,0,0.2,0.8,0,0.8,1,17.2,5.82
1998,1999,1999/06/10,1999/08/09,19.8,1999/08/09,19.8,,0.4,0,0.4,0.2,0.2,0.4,0.8,25,3.21
1997,1998,1998/05/26,,,1998/07/31,26.3,,0,0,0,1,0.5,1.5,1.5,26.8,5.6
1996,1997,1997/06/13,,,1997/08/19,29.3,,0,0,0,1.5,0,1.5,1.5,32.9,4.56
1995,1996,1996/05/28,1996/06/21,,,,,1,0,1,0,0,0,1,29.2,3.42
1994,1995,1995/05/18,,,1995/07/11,,,0,0,0,1.5,0.5,2,2,33.7,5.93
1993,1994,,,,,,,0,0,0,0,0,0,0,38.4,0
1992,1993,1993/05/11,,,,,,0,0,0,0,0,0,0,21.2,0
1991,1992,1992/05/27,,,1992/07/20,27.4,,0,0,0,0,0.5,0.5,0.5,27.3,1.83
1990,1991,,,,,,,0,0,0,0.5,0,0.5,0.5,33.4,1.5
1989,1990,1990/06/13,,,,,,0,0,0,0,0,0,0,,
1988,1989,,,,,,,0,0,0,1.2,0,1.2,1.2,,
1987,1988,,,,,,,0.5,0,0.5,1.2,0,1.2,1.7,,
1986,1987,,,,,,,0,0,0,2.3,0.5,2.8,2.8,,
1985,1986,,,,,,,0.2,0,0.2,0,0,0,0.2,,
1984,1985,,,,,,,0,0,0,0.6,0.2,0.8,0.8,,
1983,1984,,,,,,,0,0,0,0.4,0.4,0.8,0.8,,
