盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/11,,,,,,1.5,0,1.5,0,0,0,1.5,22.1,6.8
2016,2017,2017/06/15,2017/08/18,21.6,,,2017/09/08,2.1,0,2.1,0,0,0,2.1,23,9.12
2015,2016,2016/06/03,2016/08/18,26.1,,,2016/09/09,2.6,0,2.6,0,0,0,2.6,25.5,10.21
2014,2015,2015/06/09,2015/08/04,20.35,,,2015/08/25,2,0,2,0,0,0,2,23.6,8.49
2013,2014,2014/06/25,2014/08/12,24.2,,,2014/09/03,0.96,0,0.96,0,0,0,0.96,25.9,3.71
2012,2013,2013/06/19,2013/07/25,29.65,,,,1.7,0,1.7,0,0,0,1.7,30.7,5.54
2011,2012,2012/06/21,2012/08/07,23.4,,,,1.5,0,1.5,0,0,0,1.5,26.7,5.61
2010,2011,2011/06/24,2011/08/26,26.65,2011/08/26,26.65,,1,0,1,1,0,1,2,33.4,5.99
2009,2010,2010/06/25,2010/07/09,40.3,,,,3.3,0,3.3,0,0,0,3.3,43,7.67
2008,2009,2009/06/19,2009/07/07,43.9,,,,2.5,0,2.5,0,0,0,2.5,39,6.41
2007,2008,2008/06/13,2008/08/12,35.35,2008/08/12,35.35,,2.7,0,2.7,0.1,0,0.1,2.8,37.1,7.54
2006,2007,2007/06/15,2007/08/23,31.25,2007/08/23,31.25,,2.1,0,2.1,0.1,0,0.1,2.2,34,6.48
2005,2006,2006/06/02,2006/08/10,30.1,,,,1.7,0,1.7,0,0,0,1.7,31.2,5.44
2004,2005,2005/05/18,2005/07/26,25.35,,,,1.4,0,1.4,0,0,0,1.4,22.3,6.27
2003,2004,2004/05/18,2004/08/05,22.9,,,,0.17,0,0.17,0,0,0,0.17,23.4,0.71
2002,2003,2003/05/27,,,,,,0,0,0,0,0,0,0,10.9,0
2001,2002,2002/05/21,,,,,,0,0,0,0,0,0,0,4.73,0
2000,2001,2001/05/15,,,,,,0.5,0,0.5,0,0,0,0.5,3.81,13.12
1999,2000,,,,,,,0.3,0,0.3,0.7,0,0.7,1,9.12,10.96
1998,1999,1999/05/13,,,,,,1,0,1,0.3,0,0.3,1.3,12.9,10.11
1997,1998,1998/04/28,,,1998/06/05,30.2,,0,0,0,0.5,2,2.5,2.5,34.2,7.3
1996,1997,1997/04/25,,,,,,0,0,0,1,1,2,2,55,3.64
1995,1996,1996/06/13,,,1996/11/09,,,0,0,0,1.5,0,1.5,1.5,39.9,3.76
1994,1995,1995/06/28,,,1995/12/16,,,0,0,0,1.5,0,1.5,1.5,,
1993,1994,1994/06/29,,,1995/01/14,,,0,0,0,2,0,2,2,,
1992,1993,1993/05/22,1993/09/25,,,,,0.4,0,0.4,0,0,0,0.4,,
