盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/13,2018/07/02,36.7,,,2018/07/27,2.6,0,2.6,0,0,0,2.6,38.3,6.79
2016,2017,2017/06/14,2017/07/04,34.3,,,2017/07/31,2.5,0,2.5,0,0,0,2.5,36.4,6.87
2015,2016,2016/06/13,2016/08/19,35.95,,,2016/09/14,1.3,0,1.3,0,0,0,1.3,27.7,4.69
2014,2015,2015/06/15,2015/07/06,19.9,,,2015/07/31,1.3,0,1.3,0,0,0,1.3,19.9,6.54
2013,2014,2014/06/17,2014/07/03,20.8,,,,1.2,0,1.2,0,0,0,1.2,21.5,5.59
2012,2013,2013/06/04,2013/07/04,15.4,,,,0.7,0,0.7,0,0,0,0.7,17.4,4.02
2011,2012,2012/06/15,2012/07/03,14.6,,,,0.7,0,0.7,0,0,0,0.7,16.1,4.34
2010,2011,2011/06/09,2011/06/27,19,2011/09/06,18.5,,0.7,0,0.7,0.2,0,0.2,0.9,20.2,4.45
2009,2010,2010/06/09,2010/08/04,25.95,2010/08/04,25.95,,0.4,0,0.4,0.2,0,0.2,0.6,23.2,2.59
2008,2009,2009/06/10,2009/08/28,11.45,2009/08/28,11.45,,0.1,0,0.1,0.2,0,0.2,0.3,12.7,2.34
2007,2008,2008/06/06,2008/07/23,10.65,2008/07/23,10.65,,0.2,0,0.2,0.1,0,0.1,0.3,10.5,2.85
2006,2007,,,,,,,0,0,0,0,0,0,0,11.1,0
2005,2006,2006/06/14,2006/06/30,5.19,2006/08/01,4.97,,0.1,0,0.1,0,0.2,0.2,0.3,6,5
2004,2005,2005/04/27,2005/05/23,7.78,2005/06/13,8.37,,0.25,0,0.25,0.2,0,0.2,0.45,8.07,5.58
2003,2004,2004/06/03,,,,,,0,0,0,0,0,0,0,10.1,0
2002,2003,2003/05/30,,,2003/07/03,8.6,,0,0,0,0,1,1,1,9.51,10.52
2001,2002,2002/06/04,,,2002/07/02,10.22,,0,0,0,0,1,1,1,12,8.31
2000,2001,2001/06/13,,,,,,0,0,0,0,0,0,0,10.4,0
1999,2000,2000/06/21,,,,,,0,0,0,0,0,0,0,8.98,0
1998,1999,1999/06/22,1999/07/17,12.25,1999/08/09,9.9,,1,0,1,0,1,1,2,15.5,12.89
1997,1998,,,,1998/09/01,61,,0,0,0,1.7,1,2.7,2.7,73.4,3.68
1996,1997,,,,1997/06/19,57.5,,0,0,0,0.5,1,1.5,1.5,60.7,2.47
1995,1996,,,,1996/06/22,38.6,,0,0,0,0.6,1,1.6,1.6,41.1,3.89
1994,1995,,,,1995/11/04,30.5,,0,0,0,0.5,1,1.5,1.5,34.7,4.33
1993,1994,1994/04/20,,,1994/10/17,49,,0,0,0,1.3,1,2.3,2.3,61.1,3.77
1992,1993,1993/04/15,,,1993/06/16,42.5,,0,0,0,1,0,1,1,54.3,1.84
1991,1992,1992/05/30,,,1992/09/07,69.5,,0,0,0,1,0,1,1,57.3,1.74
1990,1991,1991/05/18,,,1992/05/05,,,0,0,0,1.04,0,1.04,1.04,,
1989,1990,,,,,,,0,0,0,1.5,0,1.5,1.5,,
