盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/05,2018/07/05,66.3,,,2018/08/02,3.75,0,3.75,0,0,0,3.75,75.5,4.97
2016,2017,2017/06/22,2017/07/19,76.9,,,2017/08/15,4.2,0,4.2,0,0,0,4.2,79.7,5.27
2015,2016,2016/06/15,2016/07/04,69.1,,,2016/07/26,3.85,0,3.85,0,0,0,3.85,76.1,5.06
2014,2015,2015/05/28,2015/06/29,62.7,,,2015/07/24,2.99,0,2.99,0,0,0,2.99,71.7,4.18
2013,2014,2014/06/17,2014/07/16,71.4,,,2014/08/13,2.72,0,2.72,0,0,0,2.72,66,4.12
2012,2013,2013/06/20,2013/07/22,37.6,,,,2.73,0,2.73,0,0,0,2.73,41.9,6.51
2011,2012,2012/06/27,2012/07/25,42.1,,,,2.4,0,2.4,0,0,0,2.4,41.8,5.74
2010,2011,2011/06/17,2011/08/04,35.1,,,,1.47,0,1.47,0,0,0,1.47,34.9,4.21
2009,2010,2010/06/23,2010/08/09,21.5,,,,1,0,1,0,0,0,1,24.3,4.11
2008,2009,2009/06/16,2009/07/07,15.7,,,,1.5,0,1.5,0,0,0,1.5,17,8.83
2007,2008,2008/06/13,2008/08/21,22.9,2008/08/21,22.9,,2,0,2,0.4,0,0.4,2.4,22.5,10.66
2006,2007,2007/06/15,2007/09/12,37.86,2007/09/12,37.86,,0.99,0,0.99,0.99,0,0.99,1.99,37.4,5.32
2005,2006,2006/06/21,2006/09/07,20.13,2006/09/07,20.13,,1.07,0,1.07,1.07,0,1.07,2.13,24.2,8.82
2004,2005,2005/06/14,2005/09/01,23.9,2005/09/01,23.9,,0.74,0,0.74,0.74,0.89,1.64,2.38,28.4,8.38
2003,2004,2004/06/11,2004/08/03,19.7,2004/08/03,19.7,,0.81,0,0.81,1.22,0,1.22,2.03,30,6.76
2002,2003,2003/04/22,2003/08/06,31.5,2003/08/06,31.5,,0.56,0,0.56,0.84,0,0.84,1.4,30.6,4.58
2001,2002,2002/05/28,,,2002/07/03,16.7,,0,0,0,0.93,0,0.93,0.93,28.2,3.28
2000,2001,2001/05/28,,,2001/07/16,15.3,,0,0,0,0.88,0,0.88,0.88,20.1,4.38
1999,2000,2000/05/30,,,2000/07/06,,,0,0,0,0.82,0,0.82,0.82,24.3,3.38
1998,1999,1999/06/14,,,1999/08/10,,,0,0,0,1.52,0.98,2.5,2.5,36.9,6.78
1997,1998,1998/03/27,,,1998/08/01,,,0,0,0,3,1,4,4,,
1996,1997,,,,,,,0,0,0,0.8,0.7,1.5,1.5,,
