盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/12,2018/07/03,27.45,,,2018/08/02,0,0.5,0.5,0,0,0,0.5,27.9,1.79
2016,2017,2017/06/22,2017/07/20,24.35,,,2017/08/18,0,0.8,0.8,0,0,0,0.8,25.3,3.16
2015,2016,2016/06/08,2016/07/06,27.95,,,2016/08/03,1,0,1,0,0,0,1,28.5,3.51
2014,2015,2015/06/17,2015/07/16,33.4,,,2015/08/14,1.3,0,1.3,0,0,0,1.3,40,3.25
2013,2014,2014/06/24,,,,,,0,0,0,0,0,0,0,43.6,0
2012,2013,2013/06/18,,,,,,0,0,0,0,0,0,0,36.2,0
2011,2012,2012/06/22,2012/07/17,45,,,,2,0,2,0,0,0,2,51.5,3.89
2010,2011,2011/06/23,2011/07/28,96.7,2011/07/28,96.7,,0.38,0,0.38,0,0.3,0.3,0.68,94.8,0.72
2009,2010,2010/06/21,2010/07/14,145,,,,5.4,0,5.4,0,0,0,5.4,124.8,4.33
2008,2009,2009/06/23,2009/08/26,107.5,2009/08/26,107.5,,7.1,0,7.1,0.2,0,0.2,7.3,96.9,7.53
2007,2008,2008/06/24,2008/07/17,127.5,,,,12.54,0,12.54,0,0,0,12.54,130.6,9.6
2006,2007,2007/06/21,2007/07/30,204,2007/10/08,198,,15.19,0,15.19,0.26,0,0.26,15.45,210.4,7.34
2005,2006,2006/06/20,2006/07/13,256,,,,6,0,6,0,0,0,6,255.7,2.35
2004,2005,2005/06/15,2005/09/08,,2005/09/08,,,0.7,0,0.7,0.6,0,0.6,1.3,,
2003,2004,,,,,,,0.1,0,0.1,0.1,0,0.1,0.2,,
2002,2003,,,,,,,0,0,0,0,0,0,0,,
2001,2002,,,,,,,0.45,0,0.45,0.4,0,0.4,0.85,,
2000,2001,,,,,,,1.65,0,1.65,1.6,0,1.6,3.25,,
1999,2000,,,,,,,1.8,0,1.8,1.7,0,1.7,3.5,,
1998,1999,,,,,,,5.5,0,5.5,0,0,0,5.5,,
