盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/21,,,,,,0,0,0,0,0,0,0,5.54,0
2016,2017,2017/06/23,,,,,,0,0,0,0,0,0,0,5.47,0
2015,2016,2016/06/23,,,,,,0,0,0,0,0,0,0,4.47,0
2014,2015,2015/06/23,,,,,,0,0,0,0,0,0,0,5.46,0
2013,2014,2014/06/24,,,,,,0,0,0,0,0,0,0,6.33,0
2012,2013,2013/06/26,,,,,,0,0,0,0,0,0,0,6.27,0
2011,2012,2012/06/27,,,,,,0,0,0,0,0,0,0,4.63,0
2010,2011,2011/06/24,,,,,,0,0,0,0,0,0,0,5.4,0
2009,2010,2010/06/25,,,,,,0,0,0,0,0,0,0,6.89,0
2008,2009,2009/06/26,,,,,,0,0,0,0,0,0,0,3.32,0
2007,2008,2008/08/29,,,,,,0,0,0,0,0,0,0,4.87,0
2006,2007,2007/06/28,,,,,,0,0,0,0,0,0,0,8.6,0
2005,2006,2006/05/22,,,,,,0,0,0,0,0,0,0,9.4,0
2004,2005,2005/06/30,,,,,,0,0,0,0,0,0,0,9.18,0
2003,2004,2004/06/30,,,,,,0,0,0,0,0,0,0,7.62,0
2002,2003,2003/06/30,,,,,,0,0,0,0,0,0,0,10.8,0
2001,2002,2002/06/25,,,,,,0,0,0,0,0,0,0,10.9,0
2000,2001,2001/06/15,,,,,,0,0,0,0,0,0,0,10.5,0
1999,2000,,,,,,,0,0,0,0,0,0,0,11.8,0
1998,1999,1999/06/25,,,,,,0,0,0,0,0,0,0,13.8,0
1997,1998,1998/06/18,,,1998/08/20,,,0,0,0,1.1,0,1.1,1.1,20.2,5.45
1996,1997,1997/06/12,,,,,,0,0,0,0,0,0,0,21.8,0
1995,1996,1996/06/13,,,,,,0,0,0,0,0,0,0,17,0
1994,1995,1995/05/25,,,1995/07/22,14.6,,0,0,0,0.6,0,0.6,0.6,20.2,2.97
1993,1994,1994/05/14,,,,,,0,0,0,0,0,0,0,26.4,0
1992,1993,1993/05/22,,,,,,0,0,0,0,0,0,0,21.6,0
1991,1992,1992/06/27,,,,,,0,0,0,0,0,0,0,26.3,0
1990,1991,1991/06/15,,,1991/10/22,25.09,,0,0,0,0,0.8,0.8,0.8,34.6,2.31
1989,1990,1990/05/30,,,1990/09/24,19.04,,0,0,0,1.5,0,1.5,1.5,,
1988,1989,,,,,,,0,0,0,2.5,0,2.5,2.5,,
1987,1988,,,,,,,0,0,0,3,0,3,3,,
1986,1987,,,,,,,0,0,0,8,0,8,8,,
