盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/21,,,,,,0.2,0,0.2,0.5,0,0.5,0.7,15.3,4.57
2016,2017,2017/06/22,,,,,,0,0,0,0,0,0,0,15.9,0
2015,2016,2016/06/22,,,,,,0,0,0,0,0,0,0,12,0
2014,2015,2015/06/17,2015/07/23,15.95,2015/07/23,15.95,2015/08/28,0.1,0,0.1,0.1,0,0.1,0.2,17.5,1.14
2013,2014,2014/06/18,,,,,,0,0,0,0,0,0,0,17.8,0
2012,2013,2013/06/14,,,,,,0,0,0,0,0,0,0,17.5,0
2011,2012,2012/06/15,,,,,,0,0,0,0,0,0,0,17,0
2010,2011,2011/06/24,2011/09/01,16,2011/09/01,16,,1,0,1,1,0,1,2,21.5,9.31
2009,2010,2010/06/18,,,,,,0,0,0,0,0,0,0,21.6,0
2008,2009,2009/06/19,,,,,,0,0,0,0,0,0,0,17,0
2007,2008,2008/06/18,2008/07/30,20.5,,,,1.7,0,1.7,0,0,0,1.7,22.3,7.62
2006,2007,2007/06/27,2007/07/31,20.9,,,,0.3,0,0.3,0,0,0,0.3,23.3,1.29
2005,2006,2006/06/23,2006/08/14,19.05,2006/08/14,19.05,,1.8,0,1.8,0.7,0,0.7,2.5,20.5,12.18
2004,2005,2005/06/23,2005/08/18,22.75,2005/08/18,22.75,,2,0,2,1,0,1,3,26.5,11.3
2003,2004,2004/06/24,2004/09/14,32.5,2004/09/14,32.5,,0.6,0,0.6,0.6,0,0.6,1.2,30.7,3.9
2002,2003,2003/06/20,2003/08/06,22.3,2003/08/06,22.3,,0.2,0,0.2,0.2,0,0.2,0.4,25.7,1.55
2001,2002,2002/06/21,2002/07/31,15.1,2002/07/31,15.1,,0.3,0,0.3,0.3,0,0.3,0.6,15.2,3.93
2000,2001,2001/06/20,2001/09/07,14.9,2001/09/07,14.9,,0.4,0,0.4,0.2,0,0.2,0.6,15.9,3.78
1999,2000,2000/06/20,,,2000/08/18,21.48,,0,0,0,0.8,0,0.8,0.8,24.5,3.27
1998,1999,1999/06/22,,,1999/08/04,,,0,0,0,0.8,0,0.8,0.8,33.2,2.41
1997,1998,,,,,,,0.5,0,0.5,0.3,0,0.3,0.8,30.1,2.65
1996,1997,,,,,,,1,0,1,0,0.7,0.7,1.7,44.1,3.86
1995,1996,,,,,,,0.5,0,0.5,0.5,0.7,1.2,1.7,49,3.47
1994,1995,,,,,,,0.5,0,0.5,1,0,1,1.5,46.1,3.25
1993,1994,1994/05/07,,,1994/08/20,43.3,,0,0,0,1.5,0,1.5,1.5,52.8,2.84
1992,1993,1993/05/08,1993/06/01,,1993/10/01,35.45,,1,0,1,1,0,1,2,42.4,4.72
1991,1992,1992/05/09,1992/05/25,,,,,1.5,0,1.5,0,0,0,1.5,35.6,4.21
1990,1991,1991/05/11,1991/05/29,,,,,1,0,1,0,0,0,1,39.2,2.55
1989,1990,,,,,,,1.5,0,1.5,0,0,0,1.5,,
1988,1989,,,,,,,1.5,0,1.5,0,0,0,1.5,,
1987,1988,,,,,,,1.5,0,1.5,1,0,1,2.5,,
1985,1986,,,,,,,0.5,0,0.5,0,0,0,0.5,,
1984,1985,,,,,,,2,0,2,3.5,0,3.5,5.5,,
