盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/12,,,,,,0,0,0,0.2,0,0.2,0.2,13.4,1.49
2016,2017,2017/06/07,2017/08/24,14.7,2017/08/24,14.7,2017/09/29,0.4,0,0.4,0.4,0,0.4,0.8,15.8,5.06
2015,2016,2016/06/03,2016/07/07,14.8,,,2016/08/05,0.8,0,0.8,0,0,0,0.8,15.7,5.08
2014,2015,2015/06/12,2015/07/08,16.5,,,2015/08/05,0.7,0,0.7,0,0,0,0.7,16.2,4.32
2013,2014,2014/06/12,2014/07/09,16.65,,,,0,0.2,0.2,0,0,0,0.2,14,1.43
2012,2013,2013/06/06,,,,,,0,0,0,0,0,0,0,7.82,0
2011,2012,2012/06/08,,,,,,0,0,0,0,0,0,0,7.92,0
2010,2011,2011/06/10,,,,,,0,0,0,0,0,0,0,6.96,0
2009,2010,2010/06/14,,,,,,0,0,0,0,0,0,0,6.65,0
2008,2009,2009/06/04,,,,,,0,0,0,0,0,0,0,5.58,0
2007,2008,2008/06/10,2008/07/18,5.64,,,,0.2,0,0.2,0,0,0,0.2,6.3,3.17
2006,2007,2007/06/08,2007/08/23,7.75,,,,0.15,0,0.15,0,0,0,0.15,8.04,1.87
2005,2006,2006/06/01,,,2006/08/17,5.27,,0,0,0,0,0.2,0.2,0.2,5.68,3.6
2004,2005,2005/06/02,2005/07/27,6.86,2005/07/27,6.86,,0.15,0,0.15,0,0.2,0.2,0.35,7.02,4.99
2003,2004,2004/05/27,,,2004/07/29,7.6,,0,0,0,0,0.3,0.3,0.3,8.91,3.37
2002,2003,2003/06/05,2003/07/22,5.9,,,,0.15,0,0.15,0,0,0,0.15,5.97,2.51
2001,2002,2002/06/11,,,,,,0.2,0,0.2,0,0.3,0.3,0.5,6.95,7.19
2000,2001,2001/05/15,2001/06/06,,,,,0.1,0,0.1,0,0,0,0.1,7.18,1.39
1999,2000,,,,,,,0,0,0,0,0.5,0.5,0.5,8.54,5.85
1998,1999,,,,,,,0.3,0,0.3,1.2,0,1.2,1.5,19.1,7.84
1997,1998,,,,,,,0,0,0,1.7,0.3,2,2,37.3,5.36
1996,1997,,,,,,,0,0,0,0.7,0.3,1,1,25.8,3.88
1995,1996,,,,,,,0,0,0,1,0,1,1,22.9,4.36
1994,1995,1995/03/24,,,,,,0,0,0,1.2,0,1.2,1.2,22,5.45
1993,1994,1994/05/31,,,1994/11/27,,,0,0,0,1.05,0,1.05,1.05,,
1992,1993,1993/05/28,,,1993/07/28,,,0,0,0,1.35,0.15,1.5,1.5,,
1991,1992,1992/06/04,,,1992/08/12,,,0,0,0,1.5,1,2.5,2.5,,
