盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/11,2018/07/04,9.59,,,2018/07/31(即將發放),0.31,0,0.31,0,0,0,0.31,10.2,3.01
2016,2017,2017/06/23,2017/08/08,10.65,,,2017/09/01,0.3,0,0.3,0,0,0,0.3,11.1,2.69
2015,2016,2016/06/22,2016/08/16,12,,,2016/09/10,0.3,0,0.3,0,0,0,0.3,11.3,2.65
2014,2015,2015/06/22,,,,,,0,0,0,0,0,0,0,11.8,0
2013,2014,2014/06/24,,,,,,0,0,0,0,0,0,0,13.1,0
2012,2013,2013/06/13,2013/07/25,9.59,,,,0.1,0,0.1,0,0,0,0.1,9.08,1.1
2011,2012,2012/06/19,2012/07/09,6.5,,,,0.1,0,0.1,0,0,0,0.1,6.76,1.48
2010,2011,2011/06/15,2011/07/04,9.07,,,,0.1,0,0.1,0,0,0,0.1,8.56,1.2
2009,2010,2010/06/15,,,,,,0,0,0,0,0,0,0,9.76,0
2008,2009,2009/06/10,,,,,,0,0,0,0,0,0,0,7.97,0
2007,2008,2008/06/16,2008/07/21,7.86,2008/07/21,7.86,,0.6,0,0.6,0.2,0,0.2,0.8,8.8,9.09
2006,2007,2007/06/12,2007/07/17,14.25,2007/07/17,14.25,,0.5,0,0.5,0.2,0,0.2,0.7,12.5,5.6
2005,2006,2006/06/14,2006/07/26,10.95,2006/07/26,10.95,,0.5,0,0.5,0.2,0,0.2,0.7,12.3,5.69
2004,2005,2005/05/31,2005/07/07,13.25,2005/07/07,13.25,,0.7,0,0.7,0.2,0.3,0.5,1.2,13.7,8.75
2003,2004,,2004/06/30,15.6,2004/06/30,15.6,,0.7,0,0.7,0.8,0,0.8,1.5,16.3,9.19
2002,2003,2003/05/27,2003/06/26,17.2,2003/06/26,17.2,,0.5,0,0.5,0.8,0.2,1,1.5,18.5,8.13
2001,2002,2002/05/28,2002/06/26,17.38,2002/06/26,17.38,,0.2,0,0.2,1,0.3,1.3,1.5,22.9,6.55
2000,2001,2001/04/10,2001/05/11,16.74,2001/05/11,16.74,,0.5,0,0.5,1.5,0,1.5,2,19.6,10.19
1999,2000,2000/04/18,2000/05/17,38.72,2000/05/17,38.72,,0.5,0,0.5,2.5,0,2.5,3,44.1,6.81
1998,1999,1999/05/25,,,1999/06/25,37.6,,0,0,0,2,0.5,2.5,2.5,45.2,5.54
1997,1998,1998/04/15,,,1998/05/15,72.4,,0,0,0,1.5,1,2.5,2.5,63.9,3.91
1996,1997,1997/06/06,,,1997/07/17,60,,0,0,0,0.7,1.3,2,2,46.8,4.28
1995,1996,1996/04/11,,,,,,0.5,0,0.5,0.2,1.3,1.5,2,29.4,6.79
1994,1995,1995/04/08,,,1995/05/24,35.7,,0,0,0,0.5,2,2.5,2.5,37,6.76
1993,1994,1994/03/31,,,1994/06/03,65.83,,0,0,0,1,1,2,2,68.2,2.93
1992,1993,1993/04/16,,,,,,0,0,0,0,0,0,0,37.1,0
1991,1992,1992/04/15,1992/05/05,40.9,1992/11/17,25.2,,0.6,0,0.6,0.6,0,0.6,1.2,37.4,3.21
1990,1991,1991/04/09,,,1991/08/31,41.3,,0,0,0,0.61,0.59,1.2,1.2,49.8,2.41
1989,1990,,,,,,,0,0,0,1.8,0.2,2,2,,
1988,1989,,,,,,,0,0,0,12.33,0.06,12.39,12.39,,
1986,1987,,,,,,,1.2,0,1.2,0,0,0,1.2,,
