盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/08,,,,,,0,0,0,0,0,0,0,7.21,0
2016,2017,2017/06/22,,,,,,0,0,0,0,0,0,0,8.18,0
2015,2016,2016/06/20,2016/08/29,8.66,2016/08/29,8.66,2016/09/22,0.05,0,0.05,0.27,0,0.27,0.32,9.13,3.46
2014,2015,2015/06/24,2015/07/21,11.25,,,2015/08/21,0.17,0,0.17,0,0,0,0.17,11,1.59
2013,2014,2014/06/20,,,,,,0,0,0,0,0,0,0,11.7,0
2012,2013,2013/06/21,,,,,,0,0,0,0,0,0,0,13.7,0
2011,2012,2012/06/21,,,,,,0,0,0,0,0,0,0,17,0
2010,2011,2011/06/17,,,,,,0,0,0,0,0,0,0,19.7,0
2009,2010,2010/06/15,,,,,,0,0,0,0,0,0,0,19.4,0
2008,2009,2009/06/19,,,,,,0,0,0,0,0,0,0,17.2,0
2007,2008,2008/06/13,,,,,,0,0,0,0,0,0,0,19.8,0
2006,2007,2007/06/15,,,,,,0,0,0,0,0,0,0,20.1,0
2005,2006,2006/06/23,,,,,,0,0,0,0,0,0,0,22.3,0
2004,2005,2005/06/14,,,,,,0,0,0,0,0,0,0,17.7,0
2003,2004,2004/06/15,,,,,,0,0,0,0,0,0,0,13.5,0
2002,2003,2003/06/17,,,,,,0,0,0,0,0,0,0,9.01,0
2001,2002,2002/06/19,,,,,,0,0,0,0,0,0,0,10.6,0
2000,2001,2001/06/06,,,2001/08/02,9.42,,0,0,0,0,0.5,0.5,0.5,11.9,4.19
1999,2000,2000/06/21,2000/08/04,21,2000/08/04,21,,0.5,0,0.5,0,0.5,0.5,1,20.6,4.86
1998,1999,1999/06/09,1999/08/07,30.6,1999/08/07,30.6,,1,0,1,0,1.11,1.11,2.11,46.7,4.52
1997,1998,1998/06/17,1998/08/07,,1998/08/07,,,1,0,1,0,2,2,3,78.5,3.82
1996,1997,1997/06/19,1997/08/02,113.5,1997/08/02,90.44,,1,0,1,1.05,1.5,2.55,3.55,103.1,3.44
1995,1996,1996/06/19,1996/08/06,96,1996/08/06,82.97,,1.5,0,1.5,0,1.57,1.57,3.07,88,3.49
1994,1995,1995/06/14,,,,,,0,0,0,0,1,1,1,84.1,1.19
1993,1994,1994/06/16,1994/07/16,164,1994/09/16,,,0.5,0,0.5,0,1,1,1.5,126.7,1.18
1992,1993,1993/06/04,,,1993/09/18,75,,0,0,0,0,1.5,1.5,1.5,88.5,1.69
1991,1992,1992/06/19,,,,,,0,0,0,0.5,1,1.5,1.5,104.5,1.44
1990,1991,1991/04/19,,,1991/08/16,78,,0,0,0,1,1,2,2,107.9,1.85
1989,1990,,,,,,,0,0,0,1,1,2,2,,
1988,1989,,,,,,,1,0,1,0,1,1,2,,
1987,1988,,,,,,,0.6,0,0.6,0,0.6,0.6,1.2,,
1986,1987,,,,,,,0.6,0,0.6,0,0.4,0.4,1,,
