盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/15,2018/08/09,73.8,2018/08/09,73.8,2018/08/31(即將發放),3.7,0,3.7,0.2,0,0.2,3.9,76.3,5.11
2016,2017,2017/06/16,2017/08/10,88.9,2017/08/10,88.9,2017/08/31,3.67,0,3.67,0.3,0,0.3,3.96,88.8,4.47
2015,2016,2016/06/16,2016/08/11,82.8,2016/08/11,82.8,2016/08/31,3.7,0,3.7,0.3,0,0.3,4,86,4.65
2014,2015,2015/06/10,2015/08/06,69.9,2015/08/06,69.9,2015/08/27,2.7,0,2.7,0.2,0,0.2,2.9,78.2,3.71
2013,2014,2014/06/06,2014/08/07,76.4,2014/08/07,76.4,2014/08/27,3,0,3,0.2,0,0.2,3.2,71.6,4.47
2012,2013,2013/06/11,2013/08/15,46.2,2013/08/15,46.2,,2.2,0,2.2,0.3,0,0.3,2.5,56,4.46
2011,2012,2012/06/12,2012/08/07,53.4,2012/08/07,53.4,,3.5,0,3.5,0.5,0,0.5,4,55.8,7.17
2010,2011,2011/06/17,2011/08/11,85.3,2011/08/11,85.3,,3.5,0,3.5,0.5,0,0.5,4,85.4,4.68
2009,2010,2010/06/14,2010/08/04,60.5,2010/08/04,60.5,,1.79,0,1.79,0.5,0,0.5,2.29,60.4,3.8
2008,2009,2009/06/16,2009/09/08,35.5,2009/09/08,35.5,,1,0,1,0.5,0,0.5,1.5,34.9,4.29
2007,2008,2008/06/11,2008/08/05,40.45,2008/08/05,40.45,,2,0,2,1.5,0,1.5,3.5,42.2,8.29
2006,2007,2007/06/15,2007/08/07,73.6,2007/08/07,73.6,,2.99,0,2.99,2,0,2,4.99,82.6,6.04
2005,2006,2006/06/14,2006/07/20,62.9,2006/07/20,62.9,,1.5,0,1.5,1.5,0,1.5,2.99,91.8,3.26
2004,2005,2005/06/23,2005/07/21,62,2005/07/21,62,,0.98,0,0.98,1.47,0,1.47,2.44,67.8,3.61
2003,2004,2004/06/10,2004/07/27,38.3,2004/07/27,38.3,,3.44,0,3.44,1.48,0,1.48,4.92,73.5,6.69
2002,2003,2003/05/22,,,,,,4,0,4,2,0,2,6,134,4.48
2001,2002,,,,,,,1,0,1,1,0,1,2,,
2000,2001,,,,,,,0,0,0,0,0,0,0,,
