盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/20,2018/07/09,16.7,,,2018/08/14(即將發放),0.1,0,0.1,0,0,0,0.1,17.5,0.57
2016,2017,2017/06/22,2017/07/10,16.7,,,2017/08/14,0.3,0,0.3,0,0,0,0.3,17.4,1.72
2015,2016,2016/06/22,2016/07/18,19.45,,,2016/08/15,0.7,0,0.7,0,0,0,0.7,19.8,3.54
2014,2015,2015/06/02,2015/07/16,23.3,,,2015/08/13,1.3,0,1.3,0,0,0,1.3,23.2,5.59
2013,2014,2014/06/06,2014/07/16,25.2,,,,1.3,0,1.3,0,0,0,1.3,25.6,5.09
2012,2013,2013/06/18,2013/07/16,25.25,,,,0.7,0,0.7,0,0,0,0.7,25,2.79
2011,2012,2012/06/06,2012/07/17,20.7,2012/07/17,20.7,,0.5,0,0.5,1,0,1,1.5,22.6,6.63
2010,2011,2011/06/10,2011/07/14,22.25,2011/07/14,22.25,,0.7,0,0.7,0.7,0,0.7,1.4,23.8,5.88
2009,2010,2010/06/04,2010/07/15,24.25,2010/07/15,24.25,,1,0,1,0.8,0,0.8,1.8,23.4,7.7
2008,2009,2009/06/19,2009/07/21,16.35,,,,1,0,1,0,0,0,1,15.4,6.48
2007,2008,2008/06/06,2008/07/15,16.05,2008/07/15,16.05,,0.8,0,0.8,0.5,0,0.5,1.3,14.7,8.83
2006,2007,2007/06/15,2007/07/19,21.2,,,,0.6,0,0.6,0,0,0,0.6,16.8,3.58
2005,2006,2006/06/09,2006/07/20,16.2,2006/07/20,16.2,,1,0,1,0.8,0,0.8,1.8,17,10.57
2004,2005,2005/06/03,2005/07/14,16.05,2005/07/14,16.05,,1,0,1,0.5,0,0.5,1.5,16.8,8.91
2003,2004,2004/05/28,2004/07/15,15.8,2004/07/15,15.8,,1,0,1,0.8,0,0.8,1.8,17.9,10.06
2002,2003,2003/06/06,2003/07/15,12.85,2003/07/15,12.85,,0.6,0,0.6,0.5,0,0.5,1.1,14.5,7.57
2001,2002,2002/05/31,2002/07/15,13,2002/07/15,13,,0.3,0,0.3,0.3,0,0.3,0.6,10.5,5.7
2000,2001,2001/06/15,2001/07/29,,,,,1,0,1,0,0,0,1,7.88,12.69
1999,2000,2000/05/12,2000/06/16,,,,,0.6,0,0.6,0,0,0,0.6,11.6,5.19
1998,1999,,,,,,,0,0,0,0,0,0,0,11.4,0
1997,1998,1998/04/27,,,1998/06/16,,,0,0,0,1.2,0,1.2,1.2,19.7,6.08
1996,1997,,,,,,,0.7,0,0.7,0.8,0.5,1.3,2,,
1995,1996,,,,,,,0.3,0,0.3,0.7,0.5,1.2,1.5,,
1994,1995,,,,,,,0,0,0,0.2,1,1.2,1.2,,
1993,1994,,,,,,,0,0,0,0,1,1,1,,
1992,1993,,,,,,,0,0,0,0,0,0,0,,
