盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/05/29,2018/07/12,31,2018/07/12,31,2018/08/03,1.5,0,1.5,0.5,0,0.5,2,33.4,5.99
2016,2017,2017/06/15,2017/07/13,29.95,,,2017/08/04,2.5,0,2.5,0,0,0,2.5,32.9,7.59
2015,2016,2016/05/31,2016/06/29,34.35,,,2016/07/22,2.8,0,2.8,0,0,0,2.8,34.9,8.03
2014,2015,2015/05/28,2015/07/02,25.1,,,2015/08/05,1.5,0,1.5,0,0,0,1.5,28.8,5.22
2013,2014,2014/06/25,2014/07/21,23.6,,,2014/08/18,1.2,0,1.2,0,0,0,1.2,24.3,4.94
2012,2013,2013/05/28,2013/06/25,37.3,,,,1.5,0,1.5,0,0,0,1.5,26.8,5.6
2011,2012,2012/05/18,2012/07/10,24.3,,,,1,0,1,0,0,0,1,25.1,3.98
2010,2011,2011/06/17,2011/07/28,23.21,,,,0.79,0,0.79,0,0,0,0.79,22.6,3.49
2009,2010,2010/06/04,2010/07/27,17.31,2010/07/27,17.31,,0.2,0,0.2,0.4,0,0.4,0.6,19.8,3.03
2008,2009,2009/06/10,2009/07/13,8.3,,,,0.3,0,0.3,0,0,0,0.3,9.34,3.21
2007,2008,2008/06/13,2008/07/11,7.64,,,,0.5,0,0.5,0,0,0,0.5,8.03,6.23
2006,2007,2007/06/13,2007/07/13,13.5,,,,0.5,0,0.5,0,0,0,0.5,11.8,4.25
2005,2006,2006/06/09,2006/07/27,8.85,,,,0.8,0,0.8,0,0,0,0.8,9.88,8.1
2004,2005,2005/05/31,2005/07/21,11.8,2005/07/21,11.8,,0.49,0,0.49,0.98,0,0.98,1.47,12.5,11.72
2003,2004,2004/05/18,2004/07/21,13.29,2004/07/21,13.29,,1,0,1,0.5,0,0.5,1.5,14.6,10.28
2002,2003,2003/05/28,2003/07/07,16.3,2003/07/07,16.3,,1,0,1,0.5,0,0.5,1.5,16.6,9.01
2001,2002,2002/05/31,2002/06/21,20.7,2002/07/16,19,,1,0,1,0.5,0,0.5,1.5,19.3,7.77
2000,2001,2001/04/26,2001/06/20,,2001/07/23,,,0.8,0,0.8,1,0,1,1.8,13.2,13.65
1999,2000,2000/05/31,2000/07/05,,2000/07/05,,,0.8,0,0.8,0,2,2,2.8,,
1998,1999,,,,,,,0.8,0,0.8,0,0.6,0.6,1.4,,
1997,1998,,,,,,,0.8,0,0.8,0,1,1,1.8,,
