盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/26,,,,,,0.3,0,0.3,0,0,0,0.3,23.5,1.28
2016,2017,2017/05/26,2017/06/13,32.8,,,2017/07/12,0.3,0.7,1,0,0,0,1,28,3.57
2015,2016,2016/05/31,2016/11/25,25.05,,,2016/12/19,2.09,0,2.09,0,0,0,2.09,30.6,6.84
2014,2015,2015/06/03,2015/06/22,39.6,,,2015/07/17,2.22,0,2.22,0,0,0,2.22,38.6,5.74
2013,2014,2014/06/12,2014/06/30,42.4,,,,1.2,0,1.2,0,0,0,1.2,40.1,2.99
2012,2013,2013/06/17,2013/07/03,,,,,0.5,0,0.5,0,0,0,0.5,,
2011,2012,2012/06/22,,,,,,0,0,0,0,0,0,0,,
2010,2011,2011/06/16,,,,,,0,0,0,0,0,0,0,,
2009,2010,2010/03/31,,,,,,0,0,0,0,0,0,0,,
2008,2009,2009/04/20,,,,,,0,0,0,0,0,0,0,,
