盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/29,,,,,,0,0,0,0,0,0,0,28,0
2016,2017,2017/06/13,,,,,,0,0,0,0,0,0,0,27.4,0
2015,2016,2016/06/13,,,,,,0,0,0,0,0,0,0,25.7,0
2014,2015,2015/06/11,,,,,,0,0,0,0,0,0,0,30.7,0
2013,2014,2014/06/12,,,,,,0,0,0,0,0,0,0,40,0
2012,2013,2013/06/13,,,,,,0,0,0,0,0,0,0,33,0
2011,2012,2012/06/12,,,,,,0,0,0,0,0,0,0,23.1,0
2010,2011,2011/06/22,,,,,,0,0,0,0,0,0,0,20.5,0
2009,2010,2010/06/17,,,,,,0,0,0,0,0,0,0,22.3,0
2008,2009,,,,,,,0,0,0,0,0,0,0,19,0
2007,2008,,,,,,,0,0,0,0,0,0,0,19.5,0
2006,2007,2007/06/11,2007/07/27,30.85,,,,0.2,0,0.2,0,0,0,0.2,21,0.95
2005,2006,2006/06/12,2006/07/27,15.9,2006/07/27,15.9,,0.6,0,0.6,0.4,0,0.4,1,14.7,6.78
2004,2005,2005/06/20,2005/08/18,10.8,2005/08/18,10.8,,0.5,0,0.5,0.5,0,0.5,1,12.3,8.11
2003,2004,2004/06/07,2004/08/12,14,,,,0.5,0,0.5,0,0,0,0.5,16.7,3
2002,2003,2003/06/02,,,,,,0,0,0,0,0,0,0,9.24,0
2001,2002,2002/06/10,,,,,,0,0,0,0,0,0,0,8.72,0
2000,2001,,,,,,,0,0,0,0,0,0,0,6.91,0
1999,2000,,,,,,,0,0,0,0.4,0.1,0.5,0.5,14.9,3.35
1998,1999,,,,,,,0.9,0,0.9,0,0,0,0.9,25,3.6
1997,1998,1998/05/26,,,1998/07/20,,,1.5,0,1.5,0,2.21,2.21,3.71,,
1996,1997,,,,,,,1,0,1,0,0,0,1,,
1995,1996,,,,,,,0.5,0,0.5,1.5,0.07,1.57,2.07,,
1994,1995,,,,,,,0.7,0,0.7,0.93,0.07,1,1.7,,
1993,1994,,,,,,,0,0,0,0.7,0.3,1,1,,
1992,1993,,,,,,,0,0,0,1.2,0.1,1.3,1.3,,
