盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/11,,,,,,1,0,1,0,0,0,1,20.2,4.94
2016,2017,2017/06/13,2017/08/14,17.6,,,2017/09/05,0.6,0,0.6,0,0,0,0.6,19.5,3.08
2015,2016,2016/06/16,2016/08/18,9.83,,,2016/09/14,0.1,0,0.1,0,0,0,0.1,9.32,1.07
2014,2015,2015/06/18,,,,,,0,0,0,0,0,0,0,8.61,0
2013,2014,2014/06/17,,,,,,0,0,0,0,0,0,0,9.47,0
2012,2013,2013/06/19,,,,,,0,0,0,0,0,0,0,7.29,0
2011,2012,2012/06/15,,,,,,0,0,0,0,0,0,0,4.72,0
2010,2011,2011/06/22,,,,,,0,0,0,0,0,0,0,7.48,0
2009,2010,2010/06/18,,,,,,0,0,0,0,0,0,0,8.32,0
2008,2009,2009/06/19,,,,,,0,0,0,0,0,0,0,5.63,0
2007,2008,2008/04/30,,,,,,0,0,0,0,0,0,0,6.35,0
2006,2007,2007/06/15,2007/07/24,12.35,,,,0.3,0,0.3,0,0,0,0.3,11.2,2.68
2005,2006,2006/06/09,,,,,,0,0,0,0,0,0,0,10.2,0
2004,2005,2005/06/10,,,,,,0,0,0,0,0,0,0,10.6,0
2003,2004,2004/05/07,,,,,,0,0,0,0,0,0,0,15.3,0
2002,2003,2003/05/06,,,,,,0,0,0,0,0,0,0,16.5,0
2001,2002,2002/05/17,,,,,,0,0,0,0,0,0,0,21,0
2000,2001,2001/04/16,2001/05/15,28.52,2001/05/15,28.52,,0.1,0,0.1,1.95,0,1.95,2.05,26.6,7.7
1999,2000,2000/04/27,,,2000/05/24,82.42,,0,0,0,1.1,0,1.1,1.1,70.3,1.57
1998,1999,1999/04/23,,,,,,0,0,0,0,0,0,0,47,0
1997,1998,1998/04/17,,,1998/05/20,35.5,,0,0,0,1.7,0.8,2.5,2.5,38.6,6.48
1996,1997,1997/04/22,,,1997/05/17,31.45,,0,0,0,1.8,1.2,3,3,46.8,6.41
1995,1996,1996/04/09,,,1996/05/17,34.9,,0,0,0,9,1,10,10,44.1,22.67
1994,1995,1995/03/17,,,,,,0,0,0,0,0,0,0,85.3,0
1993,1994,,,,,,,0,0,0,0,0,0,0,,
1992,1993,1993/03/25,,,,,,0,0,0,0,0,0,0,,
1991,1992,1992/03/26,,,,,,0,0,0,0,0,0,0,,
