盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/27,2018/07/30(即將除息),,,,2018/08/23(即將發放),0.6,0,0.6,0,0,0,0.6,11.8,5.09
2016,2017,2017/06/08,2017/07/20,11.55,,,2017/08/25,0.6,0,0.6,0,0,0,0.6,11.4,5.26
2015,2016,2016/06/21,2016/07/07,10.15,,,2016/07/29,0.5,0,0.5,0,0,0,0.5,10.5,4.78
2014,2015,2015/06/30,2015/08/28,8.4,,,2015/09/18,0.3,0,0.3,0,0,0,0.3,9.7,3.09
2013,2014,2014/06/20,2014/08/27,8.85,,,2014/09/19,0.3,0,0.3,0,0,0,0.3,8.76,3.42
2012,2013,2013/06/25,2013/08/27,9.07,,,,0.1,0,0.1,0,0,0,0.1,8.01,1.28
2011,2012,2012/06/29,2012/09/13,7.15,,,,0.3,0,0.3,0,0,0,0.3,7.33,4.09
2010,2011,2011/06/28,2011/09/19,10.35,,,,0.51,0,0.51,0,0,0,0.51,10.1,5.09
2009,2010,2010/06/23,2010/09/23,10.8,,,,0.2,0,0.2,0,0,0,0.2,9.34,2.19
2008,2009,,,,,,,0,0,0,0,0,0,0,5.33,0
2007,2008,2008/06/25,2008/09/16,4.91,2008/09/16,4.91,,0.1,0,0.1,0.4,0,0.4,0.5,6.62,7.55
2006,2007,2007/06/28,2007/08/22,10.4,,,,0.5,0,0.5,0,0,0,0.5,9.81,5.1
2005,2006,2006/05/26,2006/11/02,8.42,,,,0.46,0,0.46,0,0,0,0.46,8.33,5.5
2004,2005,2005/06/24,2005/08/25,8.39,2005/08/25,8.39,,0.3,0,0.3,0.8,0,0.8,1.1,9.65,11.38
2003,2004,2004/06/18,2004/08/05,11.3,2004/08/05,11.3,,0.59,0,0.59,0.4,0,0.4,0.99,12.5,7.93
2002,2003,2003/05/30,2003/10/17,12.8,2003/10/17,12.8,,0.3,0,0.3,0.7,0,0.7,1,13.9,7.2
2001,2002,2002/05/28,,,2002/08/15,10,,0,0,0,1.2,0,1.2,1.2,16.4,7.32
2000,2001,2001/06/08,,,2001/08/23,10,,0,0,0,1.95,0.05,2,2,12.2,16.41
1999,2000,2000/05/03,,,2000/09/11,,,0,0,0,2.15,0.35,2.5,2.5,9.77,25.59
1998,1999,1999/04/27,,,1999/07/14,,,0,0,0,1,0.3,1.3,1.3,,
1997,1998,1998/05/22,,,1998/07/15,,,0,0,0,1,0.3,1.3,1.3,,
1996,1997,,,,,,,0,0,0,3.5,1.5,5,5,,
1990,1991,,,,,,,0,0,0,3.33,0,3.33,3.33,,
