盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/11,,,,,,0.4,0,0.4,0.6,0,0.6,1,42.9,2.33
2016,2017,2017/06/14,2017/08/23,70.6,2017/08/23,70.6,,0.6,0,0.6,2.4,0,2.4,3,74.7,4.01
2015,2016,2016/06/06,2016/08/22,142,2016/08/22,142,,0.6,0,0.6,2.4,0,2.4,3,148,2.03
2014,2015,2015/06/09,2015/08/20,113.5,2015/08/20,113.5,2015/09/16,0.6,0,0.6,1.9,0,1.9,2.5,128.8,1.94
2013,2014,2014/06/09,2014/08/15,31.45,2014/08/15,31.45,2014/09/12,0.44,0,0.44,1.04,0,1.04,1.48,33.7,4.39
2012,2013,2013/06/20,2013/10/07,31.95,2013/10/07,31.95,,0.36,0,0.36,0.84,0,0.84,1.2,32.7,3.67
2011,2012,2012/06/19,2012/09/17,27.3,2012/09/17,27.3,,0.18,0,0.18,0.42,0,0.42,0.6,20.1,2.99
2010,2011,2011/06/09,2011/07/13,13.36,2011/07/13,13.36,,0.3,0,0.3,0.7,0,0.7,1,15.1,6.63
2009,2010,2010/06/17,2010/08/10,23.82,2010/08/10,23.82,,0.18,0,0.18,0.42,0,0.42,0.6,21.1,2.84
2008,2009,2009/06/19,2009/09/08,10.05,2009/09/08,10.05,,0.3,0,0.3,0.3,0,0.3,0.6,9.79,6.13
2007,2008,2008/06/19,2008/07/24,8.81,2008/07/24,8.81,,0.2,0,0.2,0.2,0,0.2,0.4,8.56,4.67
2006,2007,2007/06/21,,,2007/08/15,12.43,,0,0,0,0.3,0,0.3,0.3,11.8,2.55
2005,2006,2006/06/23,2006/12/05,14.06,2006/12/18,13.21,,0.24,0,0.24,0.45,0,0.45,0.69,13.1,5.26
2004,2005,2005/05/27,2005/09/29,,2005/09/29,,,1.3,0,1.3,0.4,0,0.4,1.7,,
2003,2004,2004/06/25,,,2004/10/20,,,0,0,0,3,0,3,3,,
