盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/05/24,2018/07/12,38.85,,,2018/08/09(即將發放),1.2,0,1.2,0,0,0,1.2,43.4,2.76
2016,2017,2017/06/13,2017/07/27,27.85,,,2017/08/24,0.5,0,0.5,0,0,0,0.5,33.4,1.5
2015,2016,2016/05/31,2016/08/18,14,,,2016/09/14,0.5,0,0.5,0,0,0,0.5,12.7,3.94
2014,2015,2015/06/09,,,,,,0,0,0,0,0,0,0,10.6,0
2013,2014,2014/06/06,2014/07/04,10.55,,,,0.5,0,0.5,0,0,0,0.5,10.8,4.62
2012,2013,2013/06/06,,,,,,0,0,0,0,0,0,0,9.9,0
2011,2012,2012/06/19,,,,,,0,0,0,0,0,0,0,5.46,0
2010,2011,2011/06/09,,,,,,0,0,0,0,0,0,0,6.33,0
2009,2010,2010/06/29,,,,,,0,0,0,0,0,0,0,10.6,0
2008,2009,2009/06/25,,,,,,0,0,0,0,0,0,0,6.64,0
2007,2008,2008/06/19,,,,,,0,0,0,0,0,0,0,6.21,0
2006,2007,2007/06/13,,,,,,0,0,0,0,0,0,0,10.8,0
2005,2006,2006/06/14,,,,,,0,0,0,0,0,0,0,7.8,0
2004,2005,2005/05/20,2005/07/25,8.96,,,,0.6,0,0.6,0,0,0,0.6,9.38,6.4
2003,2004,2004/06/24,2004/08/24,10.1,,,,0.4,0,0.4,0,0,0,0.4,12.1,3.31
2002,2003,2003/06/26,2003/08/18,12.85,2003/08/18,12.85,,0.4,0,0.4,0.1,0,0.1,0.5,13,3.85
2001,2002,2002/06/26,,,,,,0,0,0,0,0,0,0,9.33,0
2000,2001,2001/06/09,2001/09/11,,,,,0.2,0,0.2,0,0,0,0.2,7.55,2.65
1999,2000,2000/06/21,,,2000/08/02,,,0,0,0,1,0.5,1.5,1.5,23.5,6.39
1998,1999,,,,,,,0,0,0,2,1,3,3,47.4,6.34
1997,1998,1998/06/05,,,1998/07/29,,,0,0,0,1,1,2,2,70.5,2.84
1996,1997,1997/06/11,,,1997/07/24,,,0,0,0,0.1,1.1,1.2,1.2,36.3,3.3
1995,1996,1996/05/30,,,1996/08/05,,,0,0,0,0.8,0.4,1.2,1.2,26,4.62
1994,1995,,,,,,,0,0,0,0.5,0.7,1.2,1.2,34.5,3.48
1993,1994,1994/04/19,,,1994/09/26,,,0,0,0,2,0,2,2,,
1992,1993,1993/03/27,,,1993/08/31,,,0,0,0,1.5,1,2.5,2.5,,
