盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/29,2018/08/01(即將除息),,,,2018/08/22(即將發放),0.5,0,0.5,0,0,0,0.5,18,2.77
2016,2017,2017/06/28,2017/07/25,17.65,,,2017/08/15,0.55,0,0.55,0,0,0,0.55,18.6,2.96
2015,2016,2016/06/29,2016/07/28,18.4,,,2016/08/25,0.6,0,0.6,0,0,0,0.6,18.8,3.19
2014,2015,2015/06/17,2015/07/20,17.1,,,2015/08/14,0.6,0,0.6,0,0,0,0.6,18.4,3.27
2013,2014,2014/06/19,2014/07/17,17.55,,,2014/08/15,0.3,0,0.3,0,0,0,0.3,17.8,1.68
2012,2013,2013/06/25,,,,,,0,0,0,0,0,0,0,14.2,0
2011,2012,2012/06/21,2012/07/17,11.7,,,,0.2,0,0.2,0,0,0,0.2,12.4,1.62
2010,2011,2011/06/17,2011/07/14,11.55,,,,0.2,0,0.2,0,0,0,0.2,12.3,1.63
2009,2010,2010/06/17,,,,,,0,0,0,0,0,0,0,10.3,0
2008,2009,2009/06/19,,,,,,0,0,0,0,0,0,0,7.85,0
2007,2008,2008/06/25,,,,,,0,0,0,0,0,0,0,6.69,0
2006,2007,2007/06/28,,,,,,0,0,0,0,0,0,0,5.54,0
2005,2006,2006/06/23,,,,,,0,0,0,0,0,0,0,4.29,0
2004,2005,,,,,,,0,0,0,0,0,0,0,3.77,0
2003,2004,,,,,,,0,0,0,0,0,0,0,5.64,0
2002,2003,,,,,,,0,0,0,0,0,0,0,6.31,0
2001,2002,2002/06/25,,,,,,0,0,0,0,0,0,0,7.22,0
2000,2001,2001/06/15,,,,,,0,0,0,0,0,0,0,6.94,0
1999,2000,,,,,,,0,0,0,1,0,1,1,14.5,6.89
1998,1999,1999/05/16,,,,,,0,0,0,1.3,0,1.3,1.3,20.6,6.3
1997,1998,,,,,,,0,0,0,1,0.5,1.5,1.5,,
1996,1997,1997/05/30,,,,,,0,0,0,0,0,0,0,,
1994,1995,,,,,,,0,0,0,0.74,0,0.74,0.74,,
1993,1994,,,,,,,0,0,0,0.8,0,0.8,0.8,,
1992,1993,,,,,,,0,0,0,0.6,0.19,0.79,0.79,,
1991,1992,,,,,,,0,0,0,1.5,0.55,2.05,2.05,,
1990,1991,,,,,,,0,0,0,2,0,2,2,,
