盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/22,2018/08/17,128,,,2018/09/19(即將發放),3.5,0,3.5,0,0,0,3.5,146,2.4
2016,2017,2017/06/22,2017/08/24,147,,,2017/09/22,5,0,5,0,0,0,5,168.2,2.97
2015,2016,2016/06/22,2016/08/15,209,,,2016/09/14,6.2,0,6.2,0,0,0,6.2,204.8,3.03
2014,2015,2015/06/25,2015/08/13,224.5,,,2015/09/18,6.6,0,6.6,0,0,0,6.6,258.6,2.55
2013,2014,2014/06/23,2014/08/11,234,,,2014/09/17,6,0,6,0,0,0,6,233.2,2.57
2012,2013,2013/06/19,2013/08/19,206,,,,5.5,0,5.5,0,0,0,5.5,194.2,2.83
2011,2012,2012/06/22,2012/08/16,164.5,,,,5.5,0,5.5,0,0,0,5.5,143.9,3.82
2010,2011,2011/06/15,2011/07/26,114,,,,5,0,5,0,0,0,5,113,4.42
2009,2010,2010/06/25,2010/08/13,113.5,2010/08/13,113.5,,4.5,0,4.5,0,0,0,4.5,104.7,4.3
2008,2009,2009/06/16,2009/08/06,74.5,2009/08/06,74.5,,2,0,2,2,0,2,4,80.6,4.96
2007,2008,2008/06/13,2008/08/07,79.2,2008/08/07,79.2,,3,0,3,0.5,0,0.5,3.5,79.6,4.4
2006,2007,2007/06/15,2007/08/08,67.3,,,,3,0,3,0,0,0,3,63.7,4.71
2005,2006,2006/06/23,2006/08/03,47.3,,,,3,0,3,0,0,0,3,54,5.55
2004,2005,2005/06/17,2005/07/18,53.6,,,,3,0,3,0,0,0,3,55.2,5.44
2003,2004,2004/06/15,2004/07/07,39.4,,,,3,0,3,0,0,0,3,44.6,6.73
2002,2003,2003/05/30,2003/07/03,38.1,,,,2,0,2,0,0,0,2,41,4.88
2001,2002,2002/06/21,2002/08/02,36.12,2002/08/02,36.12,,1,0,1,0.7,0,0.7,1.7,38.2,4.45
2000,2001,2001/05/03,2001/07/09,38.5,2001/07/09,38.5,,0.7,0,0.7,1.5,0,1.5,2.2,39.9,5.52
1999,2000,2000/06/02,2000/07/21,41,2000/07/21,41,,0.7,0,0.7,1.38,0.12,1.5,2.2,43,5.11
1998,1999,1999/05/28,1999/07/16,37.3,1999/07/16,37.3,,1,0,1,0.8,0.2,1,2,42.4,4.71
1997,1998,1998/05/29,1998/06/17,56,1998/08/01,,,1,0,1,0.5,0.5,1,2,59.7,3.35
1996,1997,1997/05/31,1997/06/28,,,,,1,0,1,0,1,1,2,51.5,3.88
1995,1996,1996/05/25,1996/06/12,,1996/07/16,,,1,0,1,0,1,1,2,44.1,4.54
1994,1995,1995/05/06,,,,,,1,0,1,0.5,0.5,1,2,44.1,4.54
1993,1994,,,,,,,0.5,0,0.5,0,0,0,0.5,61.7,0.81
1992,1993,,,,,,,1,0,1,1,1,2,3,,
