盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/08,2018/07/02,31.15,,,2018/07/27(即將發放),1.75,0,1.75,0,0,0,1.75,31.4,5.57
2016,2017,2017/06/08,2017/06/29,23.7,,,2017/07/28,0,0.2,0.2,0,0,0,0.2,26,0.77
2015,2016,2016/06/07,2016/06/30,19.4,,,2016/07/29,0,0.5,0.5,0,0,0,0.5,20.5,2.44
2014,2015,2015/06/09,2015/07/02,23.35,,,2015/07/30,1,0,1,0,0,0,1,24.7,4.04
2013,2014,2014/06/06,2014/07/17,29.35,,,,1.2,0,1.2,0,0,0,1.2,28.2,4.26
2012,2013,2013/06/07,2013/06/27,27.65,,,,1.2,0,1.2,0,0,0,1.2,31.1,3.86
2011,2012,2012/06/05,2012/07/31,33.45,2012/07/31,33.45,,2,0,2,1,0,1,3,36.3,8.26
2010,2011,2011/06/03,2011/07/14,44.15,,,,2.4,0,2.4,0,0,0,2.4,41.9,5.73
2009,2010,2010/06/02,2010/07/09,23.55,,,,1.7,0,1.7,0,0,0,1.7,27.6,6.16
2008,2009,2009/06/03,2009/06/29,19.05,,,,1,0,1,0,0,0,1,19.4,5.16
2007,2008,2008/06/12,2008/07/28,29.65,2008/07/28,29.65,,2.2,0,2.2,0.2,0,0.2,2.4,26.9,8.94
2006,2007,2007/06/01,2007/07/18,28.6,2007/07/18,28.6,,1.5,0,1.5,0.2,0,0.2,1.7,31.2,5.45
2005,2006,2006/05/30,2006/07/10,19.45,2006/07/10,19.45,,2,0,2,0.3,0,0.3,2.3,20.4,11.26
2004,2005,2005/06/01,2005/08/03,23.95,2005/08/03,23.95,,2.5,0,2.5,1,0,1,3.5,27.6,12.67
2003,2004,2004/05/13,2004/06/21,29.2,2004/06/21,29.2,,1.5,0,1.5,1.5,0,1.5,3,36.6,8.2
2002,2003,2003/05/27,2003/07/14,33.4,2003/07/14,33.4,,0.6,0,0.6,0.6,0.2,0.8,1.4,38,3.69
2001,2002,2002/05/24,2002/07/22,23.5,,,,0.6,0,0.6,0,0,0,0.6,21.1,2.85
2000,2001,2001/05/03,,,,,,0,0,0,0,0,0,0,9.19,0
1999,2000,2000/03/10,,,,,,0,0,0,0.8,0,0.8,0.8,16.8,4.76
1998,1999,,,,,,,0.43,0,0.43,0.3,0,0.3,0.73,26.2,2.78
1997,1998,,,,,,,0.6,0,0.6,0.4,0.2,0.6,1.2,27.6,4.34
1996,1997,,,,,,,0.5,0,0.5,0.5,0.3,0.8,1.3,45.9,2.83
1995,1996,,,,,,,0.5,0,0.5,0.7,0.3,1,1.5,35.5,4.23
1994,1995,1995/04/19,,,1995/07/29,,,0,0,0,0.2,0.3,0.5,0.5,40.1,1.25
1993,1994,,,,,,,0,0,0,0,0,0,0,39.1,0
1992,1993,1993/05/27,,,1993/08/07,17.3,,0,0,0,0,0.3,0.3,0.3,18.7,1.6
1991,1992,1992/04/17,,,1992/09/01,18.4,,0,0,0,0.11,0.39,0.5,0.5,23.3,2.14
1990,1991,1991/05/30,,,1991/08/21,28.7,,0,0,0,0.4,0.4,0.8,0.8,32.4,2.47
1989,1990,1990/03/22,1990/03/17,,1990/06/06,61,,1.8,0,1.8,1.42,0.38,1.8,3.6,,
1988,1989,1989/05/30,,,1989/08/17,124,,1,0,1,2.5,0.5,3,4,,
1987,1988,,,,,,,0,0,0,0,1.6,1.6,1.6,,
1986,1987,,,,,,,0,0,0,0,0.5,0.5,0.5,,
1985,1986,,,,,,,0,0,0,0,0.5,0.5,0.5,,
