盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/22,,,,,,1,0,1,0,0,0,1,17.1,5.86
2016,2017,2017/06/16,2017/07/21,15.2,,,2017/08/24,0.94,0,0.94,0,0,0,0.94,16.3,5.75
2015,2016,2016/06/17,2016/07/20,14,,,2016/08/22,0.6,0,0.6,0,0,0,0.6,14.4,4.16
2014,2015,2015/06/18,2015/07/20,14.95,,,2015/08/24,0.9,0,0.9,0,0,0,0.9,15.3,5.87
2013,2014,2014/06/20,2014/07/18,17.9,,,2014/08/25,0.8,0,0.8,0,0,0,0.8,17.2,4.63
2012,2013,2013/06/21,2013/07/26,15.6,,,,0.8,0,0.8,0,0,0,0.8,15.2,5.25
2011,2012,2012/06/12,2012/07/12,12.65,,,,0.8,0,0.8,0,0,0,0.8,13.3,6.01
2010,2011,2011/06/17,2011/07/14,13.1,,,,0.8,0,0.8,0,0,0,0.8,13,6.17
2009,2010,2010/06/18,2010/07/15,13,,,,0.8,0,0.8,0,0,0,0.8,13.9,5.76
2008,2009,2009/06/16,2009/08/06,14.3,2009/08/06,14.3,,0.7,0,0.7,0.1,0,0.1,0.8,13.1,6.12
2007,2008,2008/06/13,2008/07/17,13.95,,,,0.6,0,0.6,0,0,0,0.6,12.2,4.95
2006,2007,2007/06/28,2007/07/19,14.4,,,,0.6,0,0.6,0,0,0,0.6,10.8,5.55
2005,2006,2006/06/13,2006/07/13,5.98,,,,0.2,0,0.2,0,0,0,0.2,6.5,3.08
2004,2005,2005/06/10,2005/07/28,6.27,,,,0.3,0,0.3,0,0,0,0.3,6.61,4.54
2003,2004,2004/06/15,2004/07/29,7.1,2004/07/29,7.1,,0.2,0,0.2,0.2,0,0.2,0.4,8.58,4.66
2002,2003,2003/06/17,2003/07/31,6.85,,,,0.2,0,0.2,0,0,0,0.2,6.75,2.96
2001,2002,2002/06/18,2002/07/09,,,,,0.2,0,0.2,0,0,0,0.2,5.5,3.64
2000,2001,,,,,,,0,0,0,0,0.6,0.6,0.6,5.1,11.76
1999,2000,,,,,,,0,0,0,0,0,0,0,6.15,0
1998,1999,,,,,,,0,0,0,0.3,0.3,0.6,0.6,8.74,6.86
1997,1998,,,,,,,0,0,0,0,0.8,0.8,0.8,17.7,4.52
1996,1997,,,,,,,0,0,0,0.2,0.6,0.8,0.8,20.3,3.94
1995,1996,,,,,,,0,0,0,0,0.8,0.8,0.8,21.6,3.7
1994,1995,,,,,,,0,0,0,0,1.2,1.2,1.2,27.5,4.36
1993,1994,1994/05/06,,,1994/07/26,,,0,0,0,0.85,0.75,1.6,1.6,51.1,3.13
1992,1993,1993/05/19,,,1993/07/21,33.5,,0,0,0,0.8,1,1.8,1.8,40.4,4.46
1991,1992,1992/05/19,,,1992/07/25,41.9,,0,0,0,1.02,1.98,3,3,57,5.27
1990,1991,1991/05/16,1991/05/30,52,1991/07/25,44.6,,0.5,0,0.5,0,1,1,1.5,48.4,3.1
1989,1990,1990/05/12,1990/05/05,,1991/01/17,25.9,,1,0,1,0.35,0.21,0.56,1.56,,
1988,1989,,,,,,,0,0,0,4.49,0.26,4.75,4.75,,
1987,1988,,,,,,,1.2,0,1.2,0.61,0.18,0.79,1.99,,
1986,1987,,,,,,,1.3,0,1.3,0,0.24,0.24,1.54,,
1985,1986,,,,,,,0,0,0,0,0.15,0.15,0.15,,
