盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/05,,,,,,0,0,0,0,0,0,0,11.3,0
2016,2017,2017/06/22,,,,,,0,0,0,0,0,0,0,11,0
2015,2016,2016/06/27,,,,,,0,0,0,0,0,0,0,12,0
2014,2015,2015/06/18,,,,,,0,0,0,0,0,0,0,12.1,0
2013,2014,2014/06/23,,,,,,0,0,0,0,0,0,0,9.44,0
2012,2013,2013/06/18,,,,,,0,0,0,0,0,0,0,7.07,0
2011,2012,2012/06/15,,,,,,0,0,0,0,0,0,0,3.4,0
2010,2011,2011/06/15,,,,,,0,0,0,0,0,0,0,4.1,0
2009,2010,2010/06/15,,,,,,0,0,0,0,0,0,0,5.35,0
2008,2009,2009/06/16,,,,,,0,0,0,0,0,0,0,2.76,0
2007,2008,2008/06/13,,,,,,0,0,0,0,0,0,0,3.2,0
2006,2007,2007/06/13,,,,,,0,0,0,0,0,0,0,4.64,0
2005,2006,2006/06/14,,,,,,0,0,0,0,0,0,0,5.15,0
2004,2005,2005/06/28,,,,,,0,0,0,0,0,0,0,4.78,0
2003,2004,2004/06/11,,,,,,0,0,0,0,0,0,0,6.68,0
2002,2003,2003/06/20,,,,,,0,0,0,0,0,0,0,8.85,0
2001,2002,2002/06/14,2002/07/30,12.79,2002/07/30,12.79,,0.3,0,0.3,0.38,0.32,0.7,1,14.8,6.76
2000,2001,2001/04/11,,,2001/06/14,14.16,,0,0,0,1.13,0.37,1.5,1.5,16.1,9.33
1999,2000,2000/05/26,,,2000/08/02,,,0,0,0,1.16,0.84,2,2,19.1,10.47
1998,1999,1999/04/07,,,1999/05/13,,,0,0,0,1.41,0.59,2,2,23.9,8.36
1997,1998,1998/05/16,,,1998/06/29,,,0,0,0,0.5,1.1,1.6,1.6,27.5,5.81
1996,1997,1997/05/10,1997/05/27,23.8,1997/07/29,,,0.5,0,0.5,1,0,1,1.5,31.5,4.76
1995,1996,1996/03/22,1996/05/11,,1996/07/12,,,0.5,0,0.5,1.1,0,1.1,1.6,19.9,8.03
1994,1995,1995/04/24,1995/06/22,,1995/06/22,,,0.5,0,0.5,0,0.8,0.8,1.3,14.5,8.95
1993,1994,1994/05/16,1994/05/31,,1994/07/15,,,0.6,0,0.6,0.6,0,0.6,1.2,,
1992,1993,,,,,,,0.5,0,0.5,0.5,0,0.5,1,,
1991,1992,,,,,,,0,0,0,0.4,0.2,0.6,0.6,,
1990,1991,,,,,,,0,0,0,0,0.5,0.5,0.5,,
1989,1990,,,,,,,0,0,0,0.45,0.04,0.49,0.49,,
1988,1989,,,,,,,0,0,0,2.7,0.6,3.3,3.3,,
1987,1988,,,,,,,0,0,0,1.82,0.36,2.18,2.18,,
