盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/11,2018/08/16,78.9,,,2018/09/14(即將發放),4.2,0,4.2,0,0,0,4.2,82.7,5.08
2016,2017,2017/06/14,2017/08/15,82.8,,,2017/09/13,5,0,5,0,0,0,5,87.6,5.71
2015,2016,2016/06/15,2016/08/15,74.7,2016/08/15,74.7,2016/09/14,3.9,0,3.9,0.2,0,0.2,4.1,70.1,5.85
2014,2015,2015/06/09,2015/08/18,47.85,2015/08/18,47.85,2015/09/18,3.7,0,3.7,0.3,0,0.3,4,55.7,7.18
2013,2014,2014/06/24,2014/08/25,56.8,2014/08/25,56.8,2014/09/25,3.6,0,3.6,0.2,0,0.2,3.8,58.1,6.54
2012,2013,2013/06/17,2013/07/23,50.6,2013/07/23,50.6,,3.58,0,3.58,0.2,0,0.2,3.78,52.1,7.25
2011,2012,2012/06/06,2012/07/17,47.7,,,,4.3,0,4.3,0,0,0,4.3,49,8.77
2010,2011,2011/06/15,2011/08/04,44.15,2011/08/04,44.15,,2.8,0,2.8,0.2,0,0.2,3,43.2,6.95
2009,2010,2010/06/15,2010/08/05,38.85,2010/08/05,38.85,,1.5,0,1.5,0.2,0,0.2,1.7,39.8,4.27
2008,2009,2009/06/19,2009/08/05,29.55,2009/08/05,29.55,,1.3,0,1.3,0.2,0,0.2,1.5,29.3,5.12
2007,2008,2008/06/13,2008/08/05,38.1,2008/08/05,38.1,,3,0,3,0.3,0,0.3,3.3,40.7,8.11
2006,2007,2007/06/15,2007/08/08,76,2007/08/08,76,,2.3,0,2.3,0.2,0.5,0.7,3,76.6,3.92
2005,2006,2006/06/14,2006/08/01,73,2006/08/01,73,,2.5,0,2.5,0.5,0,0.5,3,81.8,3.67
2004,2005,2005/06/14,2005/08/16,86.5,2005/08/16,86.5,,2.72,0,2.72,0.91,0,0.91,3.63,77.8,4.66
2003,2004,2004/06/15,2004/08/05,49.5,2004/08/05,49.5,,3,0,3,1.5,0,1.5,4.5,68.9,6.53
2002,2003,2003/06/12,2003/08/07,74,2003/08/07,74,,3,0,3,1.2,0,1.2,4.2,81,5.18
2001,2002,2002/05/17,2002/06/27,91.5,2002/06/27,91.5,,1.8,0,1.8,2.7,0,2.7,4.5,130,3.46
2000,2001,2001/05/07,2001/06/05,143,2001/06/05,143,,2,0,2,4,0,4,6,157.4,3.81
1999,2000,2000/04/17,2000/04/25,,2000/07/13,175,,1,0,1,2,0,2,3,182.8,1.64
1998,1999,1999/04/23,1999/05/02,,1999/08/25,,,0.75,0,0.75,0.75,0,0.75,1.5,,
1997,1998,,,,,,,0,0,0,3,0,3,3,,
