盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/26,2018/08/09,142,,,2018/09/07(即將發放),2,0,2,0,0,0,2,135.8,1.47
2016,2017,2017/06/26,2017/08/09,146,,,2017/09/07,4,0,4,0,0,0,4,146.9,2.72
2015,2016,2016/06/22,2016/08/09,142.5,,,2016/09/02,5.5,0,5.5,0,0,0,5.5,140.2,3.92
2014,2015,2015/06/22,2015/08/11,190,,,2015/09/10,6.8,0,6.8,0,0,0,6.8,206.4,3.29
2013,2014,2014/06/26,2014/08/19,207.5,2014/08/19,207.5,2014/09/25,6,0,6,0.5,0,0.5,6.5,207.2,3.14
2012,2013,2013/06/28,2013/08/06,209,,,,5.5,0,5.5,0,0,0,5.5,188.9,2.91
2011,2012,2012/06/28,2012/08/15,113.5,2012/08/15,113.5,,3,0,3,1.5,0,1.5,4.5,105.5,4.27
2010,2011,2011/06/24,2011/08/11,66.2,,,,3.3,0,3.3,0,0,0,3.3,63,5.23
2009,2010,2010/06/29,2010/08/12,50.2,,,,3,0,3,0,0,0,3,49.9,6.01
2008,2009,2009/06/26,2009/08/31,50.4,2009/08/31,50.4,,2,0,2,1.5,0,1.5,3.5,48.8,7.18
2007,2008,2008/06/27,2008/08/06,69.8,,,,2.8,0,2.8,0,0,0,2.8,58.4,4.79
2006,2007,2007/06/22,2007/07/25,64.4,,,,1.8,0,1.8,0,0,0,1.8,54.9,3.28
2005,2006,2006/06/23,2006/07/25,20.15,,,,1.7,0,1.7,0,0,0,1.7,23.9,7.12
2004,2005,2005/06/28,2005/08/18,21.45,2005/08/18,21.45,,0.6,0,0.6,0.6,0,0.6,1.2,21,5.72
2003,2004,2004/06/25,2004/07/28,13.45,,,,0.5,0,0.5,0,0,0,0.5,15.7,3.18
2002,2003,2003/06/26,2003/07/17,14,,,,0.28,0,0.28,0,0,0,0.28,14.5,1.92
2001,2002,2002/06/25,,,,,,0,0,0,0,0,0,0,13,0
2000,2001,2001/06/20,2001/08/08,10.5,2001/08/08,9.25,,0.2,0,0.2,0.5,0.8,1.3,1.5,13.1,11.46
1999,2000,2000/06/16,2000/08/04,30.8,2000/08/04,26.1,,0.2,0,0.2,0.8,1,1.8,2,28.8,6.94
1998,1999,1999/06/16,,,1999/08/04,28.2,,0,0,0,2.2,0,2.2,2.2,29,7.6
1997,1998,,,,,,,0,0,0,0.3,0.2,0.5,0.5,41.1,1.22
1996,1997,,,,,,,0,0,0,0.3,0.2,0.5,0.5,26.3,1.9
1995,1996,,,,,,,0,0,0,0,0,0,0,23.6,0
1994,1995,1995/06/20,,,,,,0,0,0,0,0,0,0,25.1,0
1993,1994,1994/06/06,,,1994/08/05,39,,0,0,0,1.5,0,1.5,1.5,45.3,3.31
1992,1993,1993/06/15,,,1993/08/10,43.8,,0,0,0,2,0,2,2,51.5,3.88
1991,1992,1992/04/26,,,,,,0,0,0,1.5,0,1.5,1.5,51.8,2.9
1990,1991,1991/05/05,,,,,,0,0,0,1,0.5,1.5,1.5,,
1989,1990,1990/05/21,,,,,,0,0,0,5.31,1.59,6.9,6.9,,
1987,1988,,,,,,,0,0,0,2,0,2,2,,
