盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/27,,,,,,0,0,0,0,0,0,0,24.4,0
2016,2017,2017/05/11,,,,,,0,0,0,0,0,0,0,13.5,0
2015,2016,2016/06/17,,,,,,0,0,0,0,0,0,0,6.24,0
2014,2015,2015/06/15,,,,,,0,0,0,0,0,0,0,6.81,0
2013,2014,2014/06/06,,,,,,0,0,0,0,0,0,0,9.2,0
2012,2013,2013/06/13,,,,,,0,0,0,0,0,0,0,7.72,0
2011,2012,2012/06/12,,,,,,0,0,0,0,0,0,0,7.43,0
2010,2011,2011/06/24,,,,,,0,0,0,0,0,0,0,10.9,0
2009,2010,2010/06/18,,,,,,0,0,0,0,0,0,0,6.71,0
2008,2009,2009/06/10,,,,,,0,0,0,0,0,0,0,7.51,0
2007,2008,2008/06/11,,,,,,0,0,0,0,0,0,0,12.7,0
2006,2007,2007/06/15,,,,,,0,0,0,0,0,0,0,15.2,0
2005,2006,2006/06/15,,,,,,0,0,0,0,0,0,0,11.2,0
2004,2005,2005/06/14,,,,,,0,0,0,0,0,0,0,10,0
2003,2004,2004/06/15,,,,,,0,0,0,0,0,0,0,12.7,0
2002,2003,2003/06/20,,,,,,0,0,0,0,0,0,0,7.61,0
2001,2002,2002/06/20,,,,,,0,0,0,0,0,0,0,10.1,0
2000,2001,2001/06/15,2001/08/07,7.35,2001/08/07,7.35,,0.2,0,0.2,0.4,0.1,0.5,0.7,9.77,7.16
1999,2000,2000/06/15,2000/08/04,19.8,2000/08/04,19.8,,0.4,0,0.4,0.3,0.5,0.8,1.2,25.6,4.68
1998,1999,1999/06/24,,,1999/09/15,34,,0,0,0,0,1,1,1,36.4,2.75
1997,1998,1998/06/19,1998/08/01,24.5,1998/10/31,21.6,,0.5,0,0.5,0.7,0.6,1.3,1.8,28,6.43
1996,1997,1997/06/12,1997/07/15,53,1997/09/24,37.5,,1,0,1,1.4,0.6,2,3,47.8,6.28
1995,1996,1996/06/06,1996/06/29,60.2,1996/09/24,48.76,,0.8,0,0.8,1.8,0.7,2.5,3.3,54.6,6.04
1994,1995,1995/06/15,1995/07/04,58.7,1995/09/23,42.74,,0.8,0,0.8,2.2,0.2,2.4,3.2,54.2,5.9
1993,1994,1994/06/28,,,1994/11/09,62,,0,0,0,2.5,0,2.5,2.5,70.1,3.57
1992,1993,1993/06/03,1993/07/03,34.3,1993/09/21,31.2,,0.5,0,0.5,0.8,0.6,1.4,1.9,34.1,5.57
1991,1992,,,,,,,0,0,0,0.4,0.5,0.9,0.9,25.1,3.59
1990,1991,1991/06/02,,,1990/12/14,27.19,,0,0,0,0.3,0.4,0.7,0.7,31.2,2.25
1989,1990,,,,,,,0,0,0,1.66,0.1,1.76,1.76,,
1988,1989,1989/05/28,1989/04/27,58.15,1989/08/24,68.98,,0.35,0,0.35,1.45,0,1.45,1.8,,
1987,1988,,,,,,,0.35,0,0.35,0,0,0,0.35,,
1986,1987,,,,,,,0.35,0,0.35,0.6,0,0.6,0.95,,
1985,1986,,,,,,,0.3,0,0.3,0.37,0.2,0.57,0.87,,
1984,1985,,,,,,,0.35,0,0.35,0.2,0.4,0.6,0.95,,
1983,1984,,,,,,,0.6,0,0.6,0,0.7,0.7,1.3,,
