盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/22,,,,,,0.5,0,0.5,0.45,0,0.45,0.95,17.6,5.41
2016,2017,2017/06/28,2017/08/17,16.35,2017/08/17,16.35,2017/09/15,0.7,0,0.7,0.5,0,0.5,1.2,16.9,7.1
2015,2016,2016/06/24,2016/08/18,16.1,2016/08/18,16.1,2016/09/09,0.63,0,0.63,0.62,0,0.62,1.25,16,7.79
2014,2015,2015/06/12,2015/08/13,15.9,2015/08/13,15.9,2015/09/04,0.62,0,0.62,0.62,0,0.62,1.24,17,7.3
2013,2014,2014/06/20,2014/08/14,17.75,2014/08/14,17.75,2014/09/05,0.7,0,0.7,0.3,0,0.3,1,17.8,5.62
2012,2013,2013/06/21,2013/08/15,16,2013/08/15,16,,0.5,0,0.5,0.5,0,0.5,1,17.1,5.86
2011,2012,2012/06/22,2012/08/15,15.85,2012/08/15,15.85,,0.5,0,0.5,0.5,0,0.5,1,16.4,6.09
2010,2011,2011/06/24,2011/08/11,20.45,2011/08/11,20.45,,0.3,0,0.3,0.6,0,0.6,0.9,20.6,4.37
2009,2010,2010/06/18,2010/08/12,19.2,2010/08/12,19.2,,0.2,0,0.2,0.55,0,0.55,0.75,19.6,3.82
2008,2009,2009/06/19,2009/08/12,18.95,2009/08/12,18.95,,0.7,0,0.7,0.3,0,0.3,1,19.1,5.24
2007,2008,2008/06/13,2008/08/13,23.5,2008/08/13,23.5,,1,0,1,0.2,0,0.2,1.2,23.6,5.08
2006,2007,2007/06/15,2007/07/31,22,,,,1,0,1,0,0,0,1,23,4.34
2005,2006,2006/06/09,2006/08/02,21.05,,,,1.4,0,1.4,0,0,0,1.4,22.4,6.25
2004,2005,2005/06/10,2005/08/10,23,2005/08/10,23,,0.7,0,0.7,0.7,0,0.7,1.4,23.6,5.93
2003,2004,2004/06/11,2004/08/12,21.4,2004/08/12,21.4,,0.2,0,0.2,1.6,0.2,1.8,2,27.5,7.28
2002,2003,2003/06/06,,,,,,0,0,0,0,0,0,0,23.2,0
2001,2002,2002/05/24,2002/08/13,22.5,2002/08/13,22.5,,0.2,0,0.2,0,0.8,0.8,1,21.4,4.69
