盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/12,2018/07/10,106,,,2018/08/01(即將發放),5,0.6,5.6,0,0,0,5.6,108.8,5.14
2016,2017,2017/06/14,2017/07/11,107.5,,,2017/08/03,5.21,0.39,5.6,0,0,0,5.6,109.1,5.13
2015,2016,2016/06/15,2016/06/30,109.5,,,2016/07/21,5.6,0,5.6,0,0,0,5.6,107.9,5.19
2014,2015,2015/06/10,2015/06/26,102,,,2015/07/17,5.6,0,5.6,0,0,0,5.6,103.9,5.39
2013,2014,2014/06/12,2014/06/27,93.5,,,,5.6,0,5.6,0,0,0,5.6,94.8,5.91
2012,2013,2013/06/21,2013/07/08,111.5,,,,5.4,0.1,5.5,0,0,0,5.5,104.5,5.26
2011,2012,2012/06/22,2012/07/09,94.8,,,,5.16,0,5.16,0,0,0,5.16,98.3,5.25
2010,2011,2011/06/15,2011/06/30,77.7,,,,4.16,0,4.16,0,0,0,4.16,78.2,5.32
2009,2010,2010/06/18,2010/07/05,62.4,,,,5.03,0,5.03,0,0,0,5.03,63.2,7.95
2008,2009,2009/06/19,2009/07/06,52.7,,,,4.69,0,4.69,0,0,0,4.69,53.4,8.77
2007,2008,2008/06/13,2008/07/01,54,,,,2.54,0,2.54,0,0,0,2.54,52.5,4.85
2006,2007,2007/06/15,2007/07/18,39.95,,,,2.59,0,2.59,0,0,0,2.59,38.2,6.77
2005,2006,2006/06/15,2006/07/13,29.55,,,,2.62,0,2.62,0,0,0,2.62,31.1,8.41
2004,2005,2005/06/14,2005/07/14,30.45,,,,2.47,0,2.47,0,0,0,2.47,31.1,7.94
2003,2004,2004/06/15,2004/07/22,30.9,,,,2.38,0,2.38,0,0,0,2.38,32.5,7.3
2002,2003,2003/06/25,2003/08/15,24.5,2003/08/15,24.5,,2,0,2,0.4,0,0.4,2.4,26.5,9.05
2001,2002,2002/04/26,2002/05/14,40,2002/09/20,,,1.9,0,1.9,1.9,0,1.9,3.8,38.3,9.92
2000,2001,2001/03/30,,,2001/05/09,,,0,0,0,3.2,0,3.2,3.2,43.9,7.29
1999,2000,2000/03/06,,,2000/04/03,,,0,0,0,3.8,0,3.8,3.8,64.2,5.92
1998,1999,1999/03/24,1999/03/25,,,,,1.8,0,1.8,0,0,0,1.8,,
1997,1998,,,,,,,0,0,0,0,0,0,0,,
