盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/15,,,,,,0.3,0,0.3,0,0,0,0.3,38.1,0.79
2016,2017,2017/06/14,2017/08/24,37.55,,,2017/09/19,0.2,0,0.2,0,0,0,0.2,40.6,0.49
2015,2016,2016/06/15,2016/08/24,45.6,2016/08/24,45.6,2016/09/14,0.1,0,0.1,0.4,0,0.4,0.5,43.5,1.15
2014,2015,2015/06/12,2015/08/25,34.15,,,2015/09/18,0.5,0,0.5,0,0,0,0.5,47.5,1.05
2013,2014,2014/06/12,2014/08/27,63.3,,,,1.5,0,1.5,0,0,0,1.5,57.2,2.62
2012,2013,2013/06/10,2013/08/27,21.65,,,,0.3,0,0.3,0,0,0,0.3,24.4,1.23
2011,2012,2012/06/13,2012/08/23,17.2,,,,0.4,0,0.4,0,0,0,0.4,17.5,2.29
2010,2011,2011/06/22,,,,,,0,0,0,0,0,0,0,22.5,0
2009,2010,2010/06/15,2010/08/24,25.5,,,,0.5,0,0.5,0,0,0,0.5,24.4,2.05
2008,2009,2009/06/16,,,,,,0,0,0,0,0,0,0,18.2,0
2007,2008,2008/06/13,2008/08/22,17.45,,,,1,0,1,0,0,0,1,19.8,5.04
2006,2007,2007/06/15,2007/08/23,47.5,,,,1.2,0,1.2,0,0,0,1.2,41.2,2.91
2005,2006,2006/06/15,2006/08/24,30.7,,,,0.5,0,0.5,0,0,0,0.5,27.1,1.84
2004,2005,2005/06/14,2005/08/24,20.55,,,,0.6,0,0.6,0,0,0,0.6,21.3,2.82
2003,2004,2004/06/10,2004/08/24,21.3,2004/08/24,21.3,,1,0,1,0.5,0,0.5,1.5,28.9,5.2
2002,2003,2003/06/16,2003/08/22,43.9,2003/08/22,43.9,,2,0,2,0.5,0,0.5,2.5,43.1,5.8
2001,2002,2002/06/12,,,,,,1.8,0,1.8,1.2,0,1.2,3,54.4,5.51
2000,2001,2001/06/19,,,,,,1,0,1,1.8,0,1.8,2.8,44.5,6.3
1999,2000,2000/05/24,,,2000/06/26,,,0,0,0,4,0,4,4,,
1998,1999,1999/06/24,,,1999/09/27,,,0,0,0,2.64,0,2.64,2.64,,
1997,1998,,,,,,,0,0,0,3,0.5,3.5,3.5,,
