盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/22,2018/07/30(即將除息),,,,2018/08/30(即將發放),4,0,4,0,0,0,4,57.2,7
2016,2017,2017/06/22,2017/07/28,45.15,,,2017/08/30,0,0.79,0.79,0,0,0,0.79,49.3,1.6
2015,2016,2016/06/23,2016/08/10,51.6,,,2016/09/08,0.93,0.67,1.6,0,0,0,1.6,51.4,3.11
2014,2015,2015/06/24,2015/08/13,58,,,2015/09/10,6,0,6,0,0,0,6,65,9.24
2013,2014,2014/06/23,2014/07/25,73.5,,,2014/08/29,5,0,5,0,0,0,5,70.8,7.07
2012,2013,2013/06/17,2013/07/12,65.4,,,,3,0,3,0,0,0,3,73.2,4.1
2011,2012,2012/06/12,2012/08/10,58.9,,,,1,0,1,0,0,0,1,59,1.7
2010,2011,2011/06/17,2011/10/03,48.3,2011/10/03,48.3,,1.3,0,1.3,0,0,0,1.3,65.4,1.99
2009,2010,2010/06/17,2010/08/10,105.5,,,,1.3,0,1.3,0,0,0,1.3,81.5,1.6
2008,2009,,,,,,,0,0,0,0,0,0,0,36.6,0
2007,2008,2008/06/19,2008/08/08,25.2,,,,1.01,0,1.01,0,0,0,1.01,24.3,4.15
2006,2007,2007/06/25,2007/08/09,28.5,,,,1.07,0,1.07,0,0,0,1.07,24.5,4.38
2005,2006,2006/06/14,2006/08/09,16.35,,,,0.3,0,0.3,0,0,0,0.3,14.9,2.02
2004,2005,2005/06/16,,,,,,0,0,0,0,0,0,0,13,0
2003,2004,2004/06/18,,,,,,0,0,0,0,0,0,0,12.8,0
2002,2003,,,,,,,0,0,0,0,0,0,0,14.7,0
2001,2002,2002/06/21,,,,,,0,0,0,0,0,0,0,15.7,0
2000,2001,2001/05/17,,,,,,0,0,0,0,0,0,0,16.3,0
1999,2000,2000/06/30,,,,,,0,0,0,0,0,0,0,15.7,0
1998,1999,1999/06/10,1999/07/19,15.8,1999/08/30,,,0.5,0,0.5,0,0.5,0.5,1,19.1,5.23
1997,1998,1998/05/08,,,1998/06/19,,,0,0,0,1,1,2,2,28.6,6.99
1996,1997,1997/04/08,,,1997/05/08,,,0,0,0,1,1,2,2,28.4,7.05
1995,1996,1996/06/05,,,1996/07/17,,,0,0,0,0,0.6,0.6,0.6,20.1,2.99
1994,1995,1995/05/31,1995/07/10,,1995/07/10,,,0.6,0,0.6,0,0.4,0.4,1,19.2,5.21
1993,1994,1994/04/22,,,,,,0,0,0,0,0,0,0,27.9,0
1992,1993,1993/05/20,,,,,,0,0,0,0,0,0,0,20.9,0
1991,1992,1992/04/24,,,1992/11/30,19.1,,0,0,0,0,0.7,0.7,0.7,27.1,2.58
1990,1991,1991/04/27,,,,,,0,0,0,0,0.5,0.5,0.5,28.2,1.77
1989,1990,,,,,,,0,0,0,0.1,1.9,2,2,,
1988,1989,,,,,,,0,0,0,1.5,0.12,1.62,1.62,,
1987,1988,,,,,,,0,0,0,0.25,0.25,0.5,0.5,,
1986,1987,,,,,,,0.25,0,0.25,0,0,0,0.25,,
1984,1985,,,,,,,0,0,0,1,0.6,1.6,1.6,,
1983,1984,,,,,,,0.2,0,0.2,0.2,0.7,0.9,1.1,,
