盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/19,,,,,,0,0,0,0,0,0,0,35.8,0
2016,2017,2017/06/22,,,,,,0,0,0,0,0,0,0,37.3,0
2015,2016,2016/06/22,,,,,,0,0,0,0,0,0,0,33.7,0
2014,2015,2015/06/23,,,,,,0,0,0,0,0,0,0,32,0
2013,2014,2014/06/06,,,,,,0,0,0,0,0,0,0,36.2,0
2012,2013,2013/06/25,,,,,,0,0,0,0,0,0,0,30.9,0
2011,2012,2012/06/27,,,,,,0,0,0,0,0,0,0,24.9,0
2010,2011,2011/06/28,,,,,,0,0,0,0,0,0,0,28.2,0
2009,2010,2010/06/25,,,2010/08/26,32.15,,0,0,0,0.3,0,0.3,0.3,31.3,0.96
2008,2009,2009/06/16,,,,,,0,0,0,0,0,0,0,29.8,0
2007,2008,2008/06/13,2008/07/31,32.8,2008/07/31,32.8,,0.4,0,0.4,0.5,0.5,1,1.4,36.2,3.87
2006,2007,2007/06/21,2007/08/23,39.65,,,,0.35,0,0.35,0,0,0,0.35,41,0.85
2005,2006,2006/06/23,2006/08/10,22.6,,,,0.4,0,0.4,0,0,0,0.4,24.2,1.66
2004,2005,2005/06/16,2005/08/30,8.85,,,,0.3,0,0.3,0,0,0,0.3,8.6,3.49
2003,2004,2004/06/15,,,,,,0,0,0,0,0,0,0,9.72,0
2002,2003,,,,,,,0,0,0,0,0,0,0,9.15,0
2001,2002,2002/06/28,,,,,,0,0,0,0,0,0,0,16.8,0
2000,2001,2001/06/15,,,2001/11/23,,,0,0,0,1.77,0.13,1.9,1.9,24.9,7.64
1999,2000,2000/04/06,,,2000/05/10,142.14,,0,0,0,1.18,1,2.18,2.18,109.6,1.99
1998,1999,,,,,,,0,0,0,0.6,1,1.6,1.6,,
1997,1998,,,,,,,0,0,0,0,0,0,0,,
1996,1997,,,,,,,0,0,0,1.5,0,1.5,1.5,,
