盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/12,2018/07/10,16.95,,,2018/07/31(即將發放),0.71,0,0.71,0,0,0,0.71,15.7,4.54
2016,2017,2017/06/08,2017/07/11,13.8,,,2017/08/10,0.5,0,0.5,0,0,0,0.5,13.7,3.66
2015,2016,2016/06/07,2016/07/12,12.4,,,2016/08/11,0.57,0,0.57,0,0,0,0.57,12,4.7
2014,2015,2015/06/09,2015/07/14,12,,,2015/08/13,0.55,0,0.55,0,0,0,0.55,13.1,4.18
2013,2014,2014/06/11,2014/07/07,16,,,,0.01,0.49,0.5,0,0,0,0.5,13.4,3.72
2012,2013,2013/06/11,2013/07/08,14.4,,,,0.41,0,0.41,0,0,0,0.41,12.3,3.3
2011,2012,2012/06/12,2012/07/09,12.5,,,,0.5,0,0.5,0,0,0,0.5,12.9,3.87
2010,2011,2011/06/15,2011/07/22,13.35,,,,1.11,0,1.11,0,0,0,1.11,13.8,8.07
2009,2010,2010/06/15,2010/07/08,14.2,,,,0.5,0,0.5,0,0,0,0.5,15.2,3.29
2008,2009,2009/06/10,,,,,,0,0,0,0,0,0,0,12.8,0
2007,2008,2008/06/13,2008/08/08,12.9,2008/08/08,12.9,,0.75,0,0.75,0.08,0.37,0.45,1.2,14.4,8.34
2006,2007,2007/06/11,2007/07/10,20.3,,,,0.7,0,0.7,0,0,0,0.7,19.6,3.58
2005,2006,2006/06/12,2006/08/02,17.25,2006/08/02,17.25,,0.41,0,0.41,0.05,0.05,0.1,0.51,19.2,2.67
2004,2005,2005/06/13,2005/08/02,20.3,2005/08/02,20.3,,0.1,0,0.1,1.03,0,1.03,1.13,20.3,5.58
2003,2004,2004/06/01,,,2004/07/13,22,,0,0,0,0.76,0.04,0.8,0.8,25.3,3.16
2002,2003,2003/06/09,,,2003/07/15,25.4,,0,0,0,0.4,0,0.4,0.4,24.8,1.62
2001,2002,2002/06/03,,,2002/08/05,27.19,,0,0,0,1.5,0,1.5,1.5,37.7,3.98
2000,2001,2001/05/30,,,2001/07/13,36.99,,0,0,0,1.5,0,1.5,1.5,44.9,3.34
1999,2000,2000/04/07,,,2000/05/10,86.94,,0,0,0,1,1,2,2,85.5,2.34
1998,1999,1999/05/13,,,1999/06/22,70,,0,0,0,0.5,1,1.5,1.5,67.4,2.22
1997,1998,1998/05/05,,,1998/06/10,37.32,,0,0,0,1.9,1,2.9,2.9,52,5.58
1996,1997,1997/06/24,,,1997/07/23,109.5,,0,0,0,2.59,0.41,3,3,79.3,3.78
1995,1996,1996/04/11,,,1996/05/18,36.2,,0,0,0,8.3,1,9.3,9.3,47.6,19.55
1994,1995,1995/06/21,1995/08/01,76,1995/08/01,76,,0.5,0,0.5,4,1,5,5.5,100.4,5.48
1993,1994,1994/04/22,1994/05/17,89.9,1994/07/07,106.38,,0.6,0,0.6,1.5,1,2.5,3.1,110.2,2.81
1992,1993,1993/05/20,1993/06/15,39.9,1993/08/04,36.96,,1,0,1,1,0.5,1.5,2.5,45.8,5.45
1991,1992,1992/05/07,,,1992/07/26,,,1.1,0,1.1,1.1,1,2.1,3.2,39.5,8.11
1990,1991,1991/06/29,,,,,,0,0,0,0,0,0,0,40.2,0
1989,1990,1990/04/14,,,,,,0,0,0,1.5,1,2.5,2.5,,
1988,1989,,,,,,,0,0,0,2.7,0,2.7,2.7,,
1987,1988,,,,,,,1,0,1,2.8,0,2.8,3.8,,
1986,1987,,,,,,,0,0,0,3.7,0,3.7,3.7,,
1985,1986,,,,,,,0,0,0,1.5,0,1.5,1.5,,
1983,1984,,,,,,,0,0,0,3.46,0,3.46,3.46,,
