盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/04,,,,,,0,0,0,0,0,0,0,5.99,0
2016,2017,2017/06/12,,,,,,0,0,0,0,0,0,0,5.84,0
2015,2016,2016/06/07,,,,,,0,0,0,0,0,0,0,4.54,0
2014,2015,2015/06/22,,,,,,0,0,0,0,0,0,0,5.57,0
2013,2014,2014/06/17,,,,,,0,0,0,0,0,0,0,6.02,0
2012,2013,2013/06/17,,,,,,0,0,0,0,0,0,0,5.71,0
2011,2012,2012/06/18,,,,,,0,0,0,0,0,0,0,4.59,0
2010,2011,2011/06/22,,,,,,0,0,0,0,0,0,0,5.95,0
2009,2010,2010/06/15,,,,,,0,0,0,0,0,0,0,6.96,0
2008,2009,2009/06/19,,,,,,0,0,0,0,0,0,0,5.51,0
2007,2008,2008/06/19,,,2008/08/22,7.71,,0,0,0,0,0.5,0.5,0.5,7.72,6.48
2006,2007,2007/06/21,2007/08/22,10.6,2007/08/22,10.6,,0.2,0,0.2,0.2,0.2,0.4,0.6,12.8,4.69
2005,2006,2006/06/19,2006/08/22,10.9,2006/08/22,10.9,,0.28,0,0.28,0,0.28,0.28,0.57,11.3,5.02
2004,2005,2005/06/20,2005/09/06,8.55,2005/09/06,8.55,,0.3,0,0.3,0,0.3,0.3,0.6,9.74,6.16
2003,2004,2004/06/16,,,2004/09/27,11.85,,0,0,0,0,0.5,0.5,0.5,12.6,3.95
2002,2003,2003/06/17,,,2003/08/21,9.15,,0,0,0,0,1,1,1,10.2,9.76
2001,2002,2002/06/17,,,,,,0,0,0,0,1,1,1,10.2,9.84
2000,2001,2001/05/31,,,,,,0,0,0,0,1,1,1,5.92,16.89
1999,2000,,,,,,,0.5,0,0.5,0,1,1,1.5,17,8.82
1998,1999,1999/05/31,1999/08/04,11.4,1999/08/04,10.85,,0.5,0,0.5,0,0.5,0.5,1,14.6,6.86
1997,1998,1998/05/26,,,1998/06/24,36.4,,0,0,0,2.5,0,2.5,2.5,43.7,5.72
1996,1997,1997/03/15,,,1997/03/29,,,0,0,0,3.5,0,3.5,3.5,93.2,3.76
1995,1996,1996/06/28,1996/09/14,,1996/09/14,,,0.4,0,0.4,1.6,0,1.6,2,,
1994,1995,1995/06/30,1995/09/12,,1996/01/12,,,0.6,0,0.6,1.6,0,1.6,2.2,,
1993,1994,1994/07/02,,,1994/12/07,,,0,0,0,1.6,0,1.6,1.6,,
1992,1993,,,,,,,0,0,0,0,0,0,0,,
