盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/05/24,2018/08/22(即將除息),,,,2018/09/17(即將發放),1.5,0,1.5,0,0,0,1.5,34.7,4.32
2016,2017,2017/05/26,2017/08/22,34.9,,,2017/09/15,1.43,0,1.43,0,0,0,1.43,35.4,4.05
2015,2016,2016/05/27,2016/08/04,24.35,,,2016/08/31,0.88,0,0.88,0,0,0,0.88,26.8,3.3
2014,2015,2015/05/15,2015/08/05,17.95,,,2015/08/31,0.8,0,0.8,0,0,0,0.8,20.3,3.94
2013,2014,2014/05/30,2014/07/17,25.2,,,2014/08/15,1.5,0,1.5,0,0,0,1.5,26.3,5.7
2012,2013,2013/06/21,2013/07/29,26.6,,,,2,0,2,0,0,0,2,28.2,7.09
2011,2012,2012/05/25,2012/07/16,29.1,,,,3,0,3,0,0,0,3,29.6,10.12
2010,2011,2011/06/10,2011/06/28,35,,,,3,0,3,0,0,0,3,31.3,9.6
2009,2010,2010/06/18,2010/08/05,32.7,,,,1,0,1,0,0,0,1,33,3.03
2008,2009,2009/05/21,2009/06/16,27.5,,,,2.5,0,2.5,0,0,0,2.5,27.3,9.16
2007,2008,2008/06/13,2008/07/09,35.6,,,,4,0,4,0,0,0,4,33.4,11.96
2006,2007,2007/06/15,2007/08/21,45.35,2007/08/21,45.35,,3.5,0,3.5,0.5,0,0.5,4,50.7,7.88
2005,2006,2006/05/30,2006/07/20,40.55,2006/01/16,68.1,,4.38,0,4.38,0.49,0,0.49,4.86,50.9,9.54
2004,2005,2005/05/18,2005/07/14,74.4,2005/07/14,74.4,,3.88,0,3.88,0.97,0,0.97,4.85,71.6,6.78
2003,2004,2004/06/17,2004/07/27,56,2004/07/27,56,,2,0,2,2,0,2,4,75.3,5.31
2002,2003,2003/06/17,2003/04/17,67,2003/04/17,67,,2.5,0,2.5,2.5,0,2.5,5,82.2,6.08
2001,2002,2002/06/17,2002/08/29,78.92,2002/08/29,78.92,,2,0,2,3,0,3,5,95.9,5.21
2000,2001,2001/05/31,2001/09/10,,2001/08/29,,,2,0,2,8,0,8,10,,
1999,2000,2000/05/12,,,2000/05/29,,,2.1,0,2.1,8,0,8,10.1,,
1998,1999,1999/06/05,,,1999/06/17,,,2.5,0,2.5,4.5,0,4.5,7,,
