盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,,2018/06/21,19.99,,,,0.24,0,0.24,0,0,0,0.24,19.7,1.2
2017,2018,,2018/03/22,19.28,,,,0.08,0,0.08,0,0,0,0.08,19.7,0.41
2017,2018,,2018/01/24,19.46,,,,0.04,0,0.04,0,0,0,0.04,19.7,0.21
2016,2017,,2017/10/26,20.17,,,,0.1,0,0.1,0,0,0,0.1,20,0.51
