盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/12,2018/07/17,23.55,,,2018/08/08(即將發放),1.5,0,1.5,0,0,0,1.5,24.6,6.09
2016,2017,2017/06/08,2017/08/21,22.05,,,2017/09/08,1,0.5,1.5,0,0,0,1.5,23.8,6.32
2015,2016,2016/06/08,2016/08/22,25.05,,,2016/09/09,1,0.5,1.5,0,0,0,1.5,23.4,6.4
2014,2015,2015/06/10,2015/06/29,19.25,,,2015/07/17,0.1,0,0.1,0,0,0,0.1,21.4,0.47
2013,2014,2014/06/11,2014/07/07,30.9,,,,1.8,0,1.8,0,0,0,1.8,29.3,6.14
2012,2013,2013/06/10,2013/07/02,25.8,,,,1.99,0,1.99,0,0,0,1.99,27.2,7.31
2011,2012,2012/06/18,2012/07/09,26.85,,,,2,0,2,0,0,0,2,26.9,7.42
2010,2011,2011/06/15,2011/07/25,28.9,2011/07/25,28.9,,2.59,0,2.59,0.1,0,0.1,2.69,29.8,9.02
2009,2010,2010/06/17,2010/07/26,37.65,2010/07/26,37.65,,2.59,0,2.59,0.2,0,0.2,2.79,39.3,7.1
2008,2009,2009/06/10,2009/07/16,25.15,2009/07/16,25.15,,2,0,2,0.25,0,0.25,2.25,26.9,8.35
2007,2008,2008/06/13,2008/07/11,24.3,2008/07/11,24.3,,2,0,2,1,0,1,3,27.5,10.92
2006,2007,2007/06/15,2007/07/16,53.7,2007/07/16,53.7,,1.75,0,1.75,1.25,0,1.25,3,48.7,6.16
2005,2006,2006/06/14,2006/07/11,37,2006/07/24,34.25,,1.75,0,1.75,1.25,0,1.25,3,40.8,7.35
2004,2005,2005/06/10,2005/08/03,34.3,2005/08/03,34.3,,1.1,0,1.1,2.5,0,2.5,3.6,39.1,9.21
2003,2004,2004/06/03,2004/07/20,37.9,2004/07/20,37.9,,2.33,0,2.33,1.55,0,1.55,3.89,50.9,7.64
2002,2003,2003/04/29,2003/06/02,48.9,2003/06/02,48.9,,1.5,0,1.5,1.25,0,1.25,2.75,55.8,4.93
2001,2002,2002/06/22,2002/08/13,,2002/08/13,,,1,0,1,0.5,1,1.5,2.5,64,3.91
2000,2001,2001/06/16,,,2001/07/31,,,0,0,0,2.9,0.1,3,3,,
1999,2000,2000/06/15,,,2000/07/30,,,0,0,0,2,0,2,2,,
