盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/27,2018/07/19(即將除息),,,,2018/08/22(即將發放),1.8,0,1.8,0,0,0,1.8,27.6,6.52
2016,2017,2017/06/28,2017/07/20,26.65,,,2017/08/23,1.6,0,1.6,0,0,0,1.6,27.5,5.81
2015,2016,2016/06/24,2016/07/21,23.9,,,2016/08/24,1.5,0,1.5,0,0,0,1.5,23.6,6.35
2014,2015,2015/06/24,2015/07/22,23.4,,,2015/08/26,1.15,0,1.15,0,0,0,1.15,24.5,4.7
2013,2014,2014/06/24,2014/07/17,28.9,,,2014/08/20,1.1,0,1.1,0,0,0,1.1,28.1,3.92
2012,2013,2013/06/18,2013/07/11,25.15,,,,0.9,0,0.9,0,0,0,0.9,27,3.33
2011,2012,2012/06/19,2012/07/12,24.85,,,,1.2,0,1.2,0,0,0,1.2,27.5,4.36
2010,2011,2011/06/22,2011/07/12,31.1,,,,1,0,1,0,0,0,1,28.2,3.55
2009,2010,2010/06/23,2010/07/29,20.2,,,,0.3,0,0.3,0,0,0,0.3,22.4,1.34
2008,2009,2009/06/16,,,,,,0,0,0,0,0,0,0,17.4,0
2007,2008,2008/06/25,2008/07/22,18.45,,,,0.4,0,0.4,0,0,0,0.4,18.9,2.12
2006,2007,2007/06/25,2007/08/21,27.4,2007/08/21,27.4,,0.95,0,0.95,0.05,0,0.05,1,29.2,3.42
2005,2006,,2006/08/07,26.25,2006/08/07,26.25,,1.5,0,1.5,0.15,0,0.15,1.65,31.3,5.27
2004,2005,2005/06/16,2005/08/04,30.6,2005/08/04,30.6,,2,0,2,0.1,0,0.1,2.1,33.7,6.23
2003,2004,2004/06/24,2004/07/28,39.4,,,,2.53,0,2.53,0,0,0,2.53,48.8,5.19
2002,2003,2003/06/18,2003/07/24,60.5,2003/07/24,60.5,,3.75,0,3.75,0.25,0,0.25,4,62.3,6.42
2001,2002,2002/06/19,,,,,,1.25,0,1.25,0.25,0,0.25,1.5,37.9,3.96
2000,2001,2001/05/23,2001/06/28,22.25,2001/06/28,22.25,,1.15,0,1.15,0.85,0,0.85,2,26,7.7
1999,2000,2000/05/31,2000/07/03,26.4,2000/07/03,26.4,,1.5,0,1.5,0.5,0,0.5,2,32.5,6.15
1998,1999,1999/05/15,1999/07/16,42.19,1999/07/16,42.19,,3,0,3,0.5,0,0.5,3.5,45,7.78
1997,1998,1998/05/16,1998/07/03,68,1998/07/03,68,,0.5,0,0.5,3,0,3,3.5,73.3,4.77
1996,1997,1997/06/07,1997/07/17,57.14,1997/07/17,57.14,,1.5,0,1.5,0.5,0,0.5,2,69.5,2.88
1995,1996,1996/05/11,1996/06/11,39.21,1996/06/11,39.21,,0.5,0,0.5,1.5,0,1.5,2,41.4,4.84
1994,1995,1995/05/27,1995/06/23,43.1,1995/06/23,43.1,,1,0,1,3,0,3,4,47.3,8.45
1993,1994,1994/05/14,1994/06/17,60.5,1994/08/06,54.54,,1.5,0,1.5,1,0,1,2.5,58.5,4.27
1992,1993,1993/05/22,1993/06/29,67,1993/07/30,58.63,,3,0,3,1,0,1,4,67.9,5.89
1991,1992,1992/05/30,1992/07/21,75,1992/08/29,72.72,,2,0,2,1,0,1,3,75.1,3.99
1990,1991,1991/05/04,1991/08/20,69.61,1991/08/20,69.61,,0.5,0,0.5,3,0,3,3.5,83.5,4.19
1989,1990,,,,,,,0,0,0,5,0,5,5,,
1988,1989,,,,,,,2,0,2,3,0,3,5,,
1986,1987,,,,,,,0,0,0,3,0,3,3,,
