盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/14,,,,,,0,0,0,0,0,0,0,79.6,0
2016,2017,2017/06/13,,,,,,0,0,0,0,0,0,0,46.2,0
2015,2016,2016/06/14,2016/07/14,31.35,,,2016/08/09,0.56,0,0.56,0,0,0,0.56,30.5,1.83
2014,2015,2015/06/10,2015/07/01,38.35,,,2015/08/05,1.48,0,1.48,0,0,0,1.48,46.4,3.19
2013,2014,2014/06/11,2014/07/15,65.2,,,,1.88,0,1.88,0,0,0,1.88,59.1,3.18
2012,2013,2013/06/11,2013/07/08,72,,,,2.1,0,2.1,0,0,0,2.1,69.9,3
2011,2012,2012/06/13,2012/07/04,104.5,,,,3.9,0,3.9,0,0,0,3.9,94.3,4.14
2010,2011,2011/06/10,2011/07/04,132.5,,,,3.75,0,3.75,0,0,0,3.75,119.1,3.15
2009,2010,2010/06/18,2010/07/19,235,,,,3.3,0,3.3,0,0,0,3.3,219,1.51
2008,2009,2009/06/16,2009/07/20,191,,,,3.3,0,3.3,0,0,0,3.3,124.4,2.65
2007,2008,2008/06/11,2008/08/29,50.1,2008/08/29,50.1,,2.6,0,2.6,0.3,0,0.3,2.9,42.9,6.76
2006,2007,2007/06/11,2007/08/01,72.2,2007/08/01,72.2,,1.6,0,1.6,1.6,0,1.6,3.2,66,4.85
2005,2006,2006/04/28,,,2006/07/13,,,0,0,0,2,0,2,2,,
