盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/21,,,,,,0,0,0,0,0,0,0,18.8,0
2016,2017,2017/06/22,2017/07/14,19.3,,,2017/08/09,0.42,0,0.42,0,0,0,0.42,19.7,2.14
2015,2016,2016/06/21,,,,,,0,0,0,0,0,0,0,16,0
2014,2015,2015/06/23,,,,,,0,0,0,0,0,0,0,12.7,0
2013,2014,2014/06/17,,,,,,0,0,0,0,0,0,0,15.7,0
2012,2013,2013/06/25,2013/09/10,17.9,2013/09/10,17.9,,0.07,0,0.07,0.67,0,0.67,0.74,19.2,3.85
2011,2012,2012/06/18,,,,,,0,0,0,0,0,0,0,14.6,0
2010,2011,2011/06/17,,,,,,0,0,0,0,0,0,0,17.2,0
2009,2010,2010/06/25,,,,,,0,0,0,0,0,0,0,21.2,0
2008,2009,2009/06/19,,,,,,0,0,0,0,0,0,0,13.3,0
2007,2008,2008/06/19,2008/08/18,16.55,2008/08/18,16.55,,0.5,0,0.5,1,0,1,1.5,18.5,8.1
2006,2007,2007/06/21,2007/09/04,45.3,2007/09/04,45.3,,0.2,0,0.2,1.79,0,1.79,1.99,52.4,3.79
2005,2006,2006/06/28,2006/08/24,32.35,2006/08/24,32.35,,0.22,0,0.22,2,0,2,2.23,42.5,5.24
2004,2005,2005/06/20,,,2005/09/22,,,0,0,0,2,0,2,2,,
2003,2004,2004/04/29,,,2004/05/05,,,0,0,0,2,0,2,2,,
