盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/27,,,,,,0,0,0,0,0,0,0,14.8,0
2016,2017,2017/06/21,2017/08/11,11.05,,,2017/09/05,0.2,0,0.2,0,0,0,0.2,11.2,1.78
2015,2016,2016/06/17,2016/08/29,11.1,2016/08/29,11.1,2016/10/14,0.2,0,0.2,0.2,0,0.2,0.4,11.3,3.55
2014,2015,2015/06/16,2015/07/15,14,,,2015/07/31,1.2,0,1.2,0,0,0,1.2,15.9,7.53
2013,2014,2014/05/14,2014/06/27,21.8,,,,0.28,0,0.28,0,0,0,0.28,21.9,1.28
2012,2013,2013/06/19,,,,,,0,0,0,0,0,0,0,10.3,0
2011,2012,2012/06/27,,,,,,0,0,0,0,0,0,0,6.37,0
2010,2011,2011/06/16,,,,,,0,0,0,0,0,0,0,8.81,0
2009,2010,2010/06/25,,,,,,0,0,0,0,0,0,0,12.3,0
2008,2009,2009/06/16,,,,,,0,0,0,0,0,0,0,11.7,0
2007,2008,2008/06/19,,,2008/08/20,7.4,,0,0,0,0.1,0,0.1,0.1,8.35,1.2
2006,2007,,,,,,,0,0,0,0,0,0,0,9.3,0
2005,2006,2006/06/15,,,,,,0,0,0,0,0,0,0,7.54,0
2004,2005,2005/06/16,2005/08/18,8.28,2005/08/18,8.28,,0.22,0,0.22,0,0.15,0.15,0.37,8.66,4.27
2003,2004,,,,2004/08/19,9.75,,0,0,0,0.68,0,0.68,0.68,12.8,5.32
2002,2003,2003/06/12,,,2003/08/14,13.55,,0,0,0,0.75,0,0.75,0.75,14.3,5.25
2001,2002,2002/06/14,,,,,,0.2,0,0.2,0.15,0,0.15,0.35,11.7,2.99
2000,2001,,,,,,,0.3,0,0.3,0.1,0.3,0.4,0.7,7.55,9.27
1999,2000,2000/06/19,,,,,,0,0,0,0.9,0.3,1.2,1.2,12.2,9.8
1998,1999,,,,,,,0,0,0,1.6,0.4,2,2,,
1997,1998,1998/05/13,,,1998/08/18,,,0,0,0,1.2,0,1.2,1.2,,
1996,1997,,,,,,,0,0,0,0.6,0.4,1,1,,
1995,1996,,,,,,,0,0,0,1.2,0,1.2,1.2,,
1994,1995,,,,,,,0.2,0,0.2,1,0,1,1.2,,
1993,1994,,,,,,,0,0,0,1.25,0,1.25,1.25,,
1992,1993,,,,,,,0,0,0,0,0,0,0,,
1991,1992,,,,,,,0,0,0,1.2,0,1.2,1.2,,
1990,1991,,,,,,,0,0,0,3,0,3,3,,
1988,1989,,,,,,,0,0,0,15.01,0,15.01,15.01,,
1982,1983,,,,,,,0,0,0,0.2,0,0.2,0.2,,
1980,1981,,,,,,,0,0,0,5.2,5.2,10.4,10.4,,
1978,1979,,,,,,,0,0,0,2,0,2,2,,
1975,1976,,,,,,,0,0,0,1.64,4.61,6.25,6.25,,
