盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/13,2018/08/01(即將除息),,,,2018/08/23(即將發放),5.24,0,5.24,0,0,0,5.24,95.8,5.47
2016,2017,2017/06/13,2017/08/02,146,,,2017/08/22,1,3.75,4.75,0,0,0,4.75,147.1,3.23
2015,2016,2016/06/15,2016/07/28,221.5,,,2016/08/19,4.47,0,4.47,0,0,0,4.47,198.9,2.25
2014,2015,2015/06/02,2015/07/02,140.5,,,2015/07/27,3.5,0,3.5,0,0,0,3.5,143.4,2.44
2013,2014,2014/06/12,2014/08/21,123,,,2014/09/16,3.5,0,3.5,0,0,0,3.5,120.5,2.9
2012,2013,2013/06/18,2013/09/14,,,,,2.2,0,2.2,0,0,0,2.2,108.1,2.04
2011,2012,2012/06/20,,,,,,7.41,0,7.41,0,0,0,7.41,,
2010,2011,2011/06/21,,,,,,1.5,0,1.5,0,0,0,1.5,,
2009,2010,2010/06/21,,,,,,1,0,1,0,0,0,1,,
2008,2009,2009/06/25,,,,,,1,0,1,0,0,0,1,,
