盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/13,,,,,,0,0,0,0,0,0,0,11.8,0
2016,2017,2017/06/14,,,,,,0,0,0,0,0,0,0,12.8,0
2015,2016,2016/06/08,,,,,,0,0,0,0,0,0,0,10.6,0
2014,2015,2015/06/11,2015/07/30,9.77,,,2015/09/03,0.48,0,0.48,0,0,0,0.48,12.6,3.8
2013,2014,2014/06/19,2014/08/01,20.15,,,2014/09/05,0.49,0,0.49,0,0,0,0.49,19.4,2.55
2012,2013,2013/06/14,2013/07/18,20,,,,1,0,1,0,0,0,1,20.8,4.81
2011,2012,2012/06/19,2012/07/19,28.05,,,,3.59,0,3.59,0,0,0,3.59,30.7,11.71
2010,2011,2011/06/15,2011/07/19,51.7,,,,3.85,0,3.85,0,0,0,3.85,47.6,8.08
2009,2010,2010/06/15,2010/07/19,32.95,,,,2.83,0,2.83,0,0,0,2.83,38.3,7.4
2008,2009,2009/06/10,2009/07/17,16.5,,,,0.78,0,0.78,0,0,0,0.78,17.9,4.37
2007,2008,2008/06/13,2008/07/17,11,2008/07/17,11,,0.7,0,0.7,0.87,0,0.87,1.57,14.2,11.09
2006,2007,2007/06/13,2007/07/17,33.2,2007/07/17,33.2,,1,0,1,0.45,0,0.45,1.45,28.4,5.11
2005,2006,2006/06/09,2006/07/17,14.8,2006/07/17,14.8,,0.75,0,0.75,0.75,0,0.75,1.5,19.3,7.78
2004,2005,2005/06/14,,,2005/07/29,13.3,,0,0,0,0.3,0,0.3,0.3,11.5,2.6
2003,2004,2004/05/21,2004/06/14,15.7,2004/06/14,15.7,,0.55,0,0.55,0.55,0,0.55,1.1,16,6.83
2002,2003,2003/06/09,2003/07/23,20,2003/07/23,20,,0.8,0,0.8,1.2,0,1.2,2,22.2,8.99
2001,2002,2002/06/10,2002/07/23,,2002/07/23,,,0.7,0,0.7,1.8,0,1.8,2.5,49.6,5.05
2000,2001,2001/04/27,2001/06/15,,2001/06/15,,,0.5,0,0.5,2.5,0,2.5,3,46.8,6.41
1999,2000,2000/04/26,,,2000/06/05,,,0,0,0,4,0,4,4,100.3,3.99
1998,1999,1999/05/20,,,1999/06/30,,,0,0,0,6.05,0,6.05,6.05,,
1997,1998,1998/06/18,,,1998/07/25,,,0,0,0,7.21,0,7.21,7.21,,
1996,1997,,,,,,,0,0,0,1.8,0,1.8,1.8,,
1990,1991,,,,,,,0,0,0,1,0,1,1,,
1989,1990,,,,,,,0,0,0,1.2,0.3,1.5,1.5,,
1988,1989,,,,,,,0,0,0,2,0,2,2,,
