盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/05/25,2018/07/04,27.15,,,2018/07/27(即將發放),0.75,0.75,1.5,0,0,0,1.5,30.4,4.93
2016,2017,2017/06/02,2017/06/29,32.65,,,2017/07/26,0.32,1.18,1.5,0,0,0,1.5,35.6,4.21
2015,2016,2016/05/31,2016/06/30,50.5,,,2016/07/27,2.24,0,2.24,0,0,0,2.24,45.2,4.96
2014,2015,2015/06/09,2015/07/21,42.4,,,2015/08/14,2.5,0,2.5,0,0,0,2.5,47.4,5.28
2013,2014,2014/06/17,2014/07/24,59.7,,,2014/08/15,3.3,0,3.3,0,0,0,3.3,59.8,5.51
2012,2013,2013/05/10,2013/06/13,76.7,,,,4.5,0,4.5,0,0,0,4.5,75.7,5.95
2011,2012,2012/05/08,2012/05/24,79,,,,4.99,0,4.99,0,0,0,4.99,75.2,6.64
2010,2011,2011/05/24,2011/06/10,70.2,,,,4.2,0,4.2,0,0,0,4.2,64.9,6.47
2009,2010,2010/05/21,2010/06/10,61.8,,,,3.1,0,3.1,0,0,0,3.1,65.9,4.7
2008,2009,2009/05/21,2009/07/01,57,2009/07/01,57,,1.5,0,1.5,1.5,0,1.5,3,57,5.26
2007,2008,2008/06/27,2008/08/06,56.2,,,,4,0,4,0,0,0,4,56.4,7.09
2006,2007,2007/06/13,2007/07/19,101,2007/07/19,101,,2.34,0,2.34,1,0,1,3.34,70.4,4.74
2005,2006,2006/05/08,2006/06/14,25.2,2006/06/14,25.2,,1.96,0,1.96,0.15,0.15,0.3,2.26,31.7,7.13
2004,2005,2005/05/16,2005/06/02,22.25,,,,2,0,2,0,0,0,2,23.9,8.36
2003,2004,2004/05/14,2004/07/14,27.9,2004/07/14,27.9,,0.88,0,0.88,1.32,0.3,1.62,2.5,32.1,7.79
2002,2003,2003/05/16,2003/07/17,32.7,2003/07/17,32.7,,0.62,0,0.62,0.98,0.5,1.48,2.1,38.9,5.4
2001,2002,2002/05/18,,,2002/07/04,60,,0,0,0,2.82,0.28,3.1,3.1,79.7,3.89
2000,2001,2001/05/18,,,,,,0,0,0,2.85,0.25,3.1,3.1,68.5,4.52
1999,2000,2000/05/16,,,,,,0,0,0,0,0,0,0,88.6,0
1998,1999,1999/06/01,,,,,,0,0,0,0,0,0,0,,
1997,1998,,,,,,,0,0,0,0,0,0,0,,
