盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/20,2018/07/09,51.8,,,2018/08/15,0,4.14,4.14,0,0,0,4.14,55.1,7.52
2016,2017,2017/06/22,2017/07/10,66.3,,,2017/08/04,2.77,1.37,4.14,0,0,0,4.14,62.3,6.65
2015,2016,2016/06/23,2016/07/28,48.7,,,2016/08/24,1.4,0.6,2,0,0,0,2,49.8,4.01
2014,2015,2015/06/17,2015/08/31,45.55,,,2015/09/25,0.94,0,0.94,0,0,0,0.94,54,1.74
2013,2014,2014/06/26,2014/09/04,51.5,,,2014/09/30,1.78,0,1.78,0,0,0,1.78,62,2.87
2012,2013,2013/06/28,2013/08/22,58.5,,,,0.8,0,0.8,0,0,0,0.8,61.3,1.31
2011,2012,2012/06/15,2012/07/13,75.9,,,,3.6,0,3.6,0,0,0,3.6,77.4,4.65
2010,2011,2011/06/09,2011/07/22,107,2011/07/22,107,,3,0,3,0,1,1,4,104.8,3.82
2009,2010,2010/06/23,2010/07/27,,,,,3.2,0,3.2,0,0,0,3.2,101.6,3.15
2008,2009,2009/06/30,2009/08/09,,2009/08/09,,,0.3,0,0.3,1.5,1,2.5,2.8,,
