盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/20,,,,,,0,0,0,0,0,0,0,13.6,0
2016,2017,2017/06/21,,,,,,0,0,0,0,0,0,0,19.7,0
2015,2016,2016/06/23,,,,,,0,0,0,0,0,0,0,25.2,0
2014,2015,2015/06/22,,,,,,0,0,0,0,0,0,0,25,0
2013,2014,2014/06/26,,,,,,0,0,0,0,0,0,0,32.9,0
2012,2013,2013/06/18,,,,,,0,0,0,0,0,0,0,21.9,0
2011,2012,2012/06/21,2012/09/12,22.5,,,,0.5,0,0.5,0,0,0,0.5,22.2,2.25
2010,2011,2011/06/28,2011/09/20,19.4,2011/09/20,19.4,,1.5,0,1.5,1,0,1,2.5,34.9,7.17
2009,2010,2010/06/25,2010/09/20,50.3,2010/09/20,50.3,,0.5,0,0.5,0.5,0,0.5,1,41.9,2.39
2008,2009,,,,,,,0,0,0,0,0,0,0,11.6,0
2007,2008,2008/06/13,,,,,,0,0,0,0,0,0,0,6.24,0
2006,2007,2007/06/13,,,,,,0,0,0,0,0,0,0,9.91,0
2005,2006,2006/06/15,,,,,,0,0,0,0,0,0,0,5.62,0
2004,2005,,,,,,,0,0,0,0,0,0,0,8.17,0
2003,2004,2004/06/15,,,2004/08/02,13.35,,0,0,0,0.44,0,0.44,0.44,16.1,2.75
2002,2003,,,,,,,0,0,0,0,0,0,0,13.5,0
2001,2002,2002/05/30,,,,,,0,0,0,0,0,0,0,13.4,0
2000,2001,2001/05/14,,,2001/08/13,19.27,,0,0,0,0,1,1,1,21.5,4.64
1999,2000,2000/03/02,,,2000/05/20,,,0,0,0,2.6,0.4,3,3,40.2,7.47
1998,1999,1999/03/22,,,,,,0,0,0,1,0,1,1,,
1997,1998,,,,,,,0,0,0,0,0,0,0,,
