盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/15,2018/07/23(即將除息),,,,2018/08/24(即將發放),4.8,0,4.8,0,0,0,4.8,110.1,4.36
2016,2017,2017/06/23,2017/07/21,104.5,,,2017/08/25,4.94,0,4.94,0,0,0,4.94,104.2,4.74
2015,2016,2016/06/24,2016/07/21,117.5,,,2016/08/26,5.49,0,5.49,0,0,0,5.49,109.6,5
2014,2015,2015/06/26,2015/07/16,93.3,,,2015/08/27,4.86,0,4.86,0,0,0,4.86,97.8,4.97
2013,2014,2014/06/24,2014/07/17,91.1,,,,2.39,2.14,4.53,0,0,0,4.53,93,4.86
2012,2013,2013/06/25,2013/07/17,94.5,,,,4.63,0.72,5.35,0,0,0,5.35,94.1,5.68
2011,2012,2012/06/22,2012/07/17,88.3,,,,5.46,0,5.46,0,0,0,5.46,92.2,5.92
2010,2011,2011/06/24,2011/07/21,104.5,,,,5.52,0,5.52,0,0,0,5.52,96.2,5.74
2009,2010,2010/06/18,2010/08/12,63.6,,,,4.06,0,4.06,0,0,0,4.06,66.1,6.15
2008,2009,2009/06/19,2009/08/03,56.3,2009/08/03,56.3,,3.83,0,3.83,0,1,1,4.83,58.7,8.23
2007,2008,2008/08/14,2008/10/17,48.5,2008/10/17,48.5,,4.26,0,4.26,0.1,2,2.1,6.36,70.1,9.07
2006,2007,2007/06/15,2007/07/26,57.8,2007/07/26,57.8,,3.58,0,3.58,0,1,1,4.58,61.3,7.48
2005,2006,2006/05/30,2006/08/10,55.4,2006/08/10,55.4,,4.3,0,4.3,0.2,0,0.2,4.5,58.3,7.72
2004,2005,2005/06/21,2005/08/11,57.8,,,,4.7,0,4.7,0,0,0,4.7,61,7.7
2003,2004,2004/06/25,2004/07/13,53.5,,,,4.5,0,4.5,0,0,0,4.5,56.4,7.98
2002,2003,2003/06/17,2003/07/30,48.5,,,,4,0,4,0,0,0,4,50.8,7.87
2001,2002,2002/06/21,2002/07/10,51.5,,,,3.5,0,3.5,0,0,0,3.5,49.5,7.07
2000,2001,2001/06/04,2001/06/22,52.7,,,,5.8,0,5.8,0,0,0,5.8,56.5,10.27
1999,2000,,,,,,,4.76,0,4.76,0,0,0,4.76,88.2,5.4
1998,1999,,,,,,,4.99,0,4.99,0,0,0,4.99,,
1997,1998,,,,,,,4.06,0,4.06,0,0,0,4.06,,
