盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/26,,,,,,1.3,0,1.3,0,0,0,1.3,26,5.01
2016,2017,2017/06/27,2017/08/30,24.15,,,2017/10/05,1,0,1,0,0,0,1,24.3,4.11
2015,2016,2016/06/28,2016/09/01,21.35,,,2016/10/06,1,0,1,0,0,0,1,22,4.54
2014,2015,2015/06/23,2015/09/01,19.25,,,2015/10/08,1,0,1,0,0,0,1,22.5,4.44
2013,2014,2014/06/26,2014/09/01,24.45,,,2014/10/03,1,0,1,0,0,0,1,23.6,4.24
2012,2013,2013/06/20,2013/08/29,21.9,,,,0.3,0,0.3,0,0,0,0.3,22.3,1.35
2011,2012,2012/06/21,2012/09/13,21.8,,,,0.5,0,0.5,0,0,0,0.5,20.6,2.43
2010,2011,2011/06/23,2011/09/15,21.75,,,,0.5,0,0.5,0,0,0,0.5,22.5,2.22
2009,2010,2010/06/22,2010/09/15,24,2010/09/15,24,,0.58,0,0.58,0.92,0,0.92,1.5,25,6
2008,2009,2009/06/25,2009/09/16,24.75,2009/09/16,24.75,,0.5,0,0.5,0.5,0,0.5,1,21.4,4.68
2007,2008,2008/06/25,,,,,,0,0,0,0,0,0,0,18.7,0
2006,2007,2007/06/28,,,,,,0,0,0,0,0,0,0,19.4,0
2005,2006,2006/06/28,,,,,,0,0,0,0,0,0,0,11.8,0
2004,2005,2005/06/28,,,,,,0,0,0,0,0,0,0,9.57,0
2003,2004,2004/06/29,,,,,,0,0,0,0,0,0,0,12.2,0
2002,2003,2003/06/27,,,,,,0,0,0,0,0,0,0,8.87,0
2001,2002,2002/06/28,,,,,,0,0,0,0,0,0,0,7.01,0
2000,2001,2001/06/29,,,,,,0,0,0,0,0,0,0,5.3,0
1999,2000,2000/09/16,,,,,,0,0,0,0,0,0,0,12.3,0
1998,1999,1999/05/28,,,,,,0,0,0,0,0,0,0,14.8,0
1997,1998,1998/05/27,,,1998/07/21,28,,0,0,0,0.25,0.5,0.75,0.75,27.6,2.72
1996,1997,1997/06/26,,,1997/11/08,27.81,,0,0,0,0.04,0.64,0.68,0.68,31.3,2.17
1995,1996,1996/06/24,,,,,,0,0,0,0,0,0,0,25.3,0
1994,1995,1995/05/23,1995/06/21,26.3,1995/08/01,23.7,,0.5,0,0.5,0.1,0.7,0.8,1.3,26.5,4.9
1993,1994,,,,,,,1.2,0,1.2,0,0,0,1.2,34,3.53
1992,1993,1993/05/28,1993/06/16,35.7,,,,1.1,0,1.1,0,0,0,1.1,35.8,3.08
1991,1992,1992/05/29,1992/06/18,45.5,,,,1.2,0,1.2,0,0,0,1.2,42.6,2.82
1990,1991,1991/05/24,,,1991/08/22,45.72,,0,0,0,1.7,0,1.7,1.7,53.6,3.17
1989,1990,1990/05/25,1990/04/24,88.5,1990/09/20,41.09,,0.6,0,0.6,1,0,1,1.6,,
1988,1989,,,,,,,1.6,0,1.6,0,0,0,1.6,,
1987,1988,,,,,,,0,0,0,1.6,0,1.6,1.6,,
1986,1987,,,,,,,1.5,0,1.5,0,0,0,1.5,,
1985,1986,,,,,,,1.3,0,1.3,0,0,0,1.3,,
1984,1985,,,,,,,1.1,0,1.1,0,0,0,1.1,,
1983,1984,,,,,,,1.3,0,1.3,0,0.2,0.2,1.5,,
