盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/26,,,,,,5,0,5,0,0,0,5,419.2,1.19
2016,2017,2017/06/23,2017/08/29,398,,,2017/09/30,8.25,0,8.25,0,0,0,8.25,416.9,1.98
2015,2016,2016/06/23,2016/08/29,377,,,2016/09/30,10.1,0,10.1,0,0,0,10.1,383.9,2.63
2014,2015,2015/06/25,2015/08/27,400,,,2015/09/30,9,0,9,0,0,0,9,432.2,2.08
2013,2014,2014/06/25,2014/08/26,388,,,2014/09/30,7.5,0,7.5,0,0,0,7.5,386.1,1.94
2012,2013,2013/06/27,2013/08/01,262,,,,5.94,0,5.94,0,0,0,5.94,246.3,2.41
2011,2012,2012/06/27,2012/08/01,169.5,,,,4.5,0,4.5,0,0,0,4.5,168.2,2.68
2010,2011,2011/06/28,2011/07/26,126.5,,,,5.5,0,5.5,0,0,0,5.5,132.5,4.15
2009,2010,2010/06/24,2010/08/20,156,2010/08/20,156,,5,0,5,0.5,0,0.5,5.5,165.5,3.32
2008,2009,2009/06/25,2009/08/26,151.5,2009/08/26,151.5,,3,0,3,1,0,1,4,137.6,2.91
2007,2008,2008/05/16,2008/08/08,170.5,2008/08/08,170.5,,4,0,4,0.5,0,0.5,4.5,146.5,3.07
2006,2007,2007/06/28,2007/08/31,190.61,2007/08/31,190.61,,3.5,0,3.5,1,0,1,4.5,185.1,2.43
2005,2006,2006/06/16,2006/08/11,174.34,2006/08/11,174.34,,4,0,4,2,0,2,6,181.5,3.31
2004,2005,2005/06/28,2005/08/01,178.18,2005/08/01,178.18,,3.5,0,3.5,4,0,4,7.5,178.5,4.2
2003,2004,2004/04/30,,,,,,2,0,2,0,0,0,2,,
2002,2003,2003/06/29,,,,,,1,0,1,0.18,0,0.18,1.18,,
2000,2001,,,,,,,0.5,0,0.5,0,0,0,0.5,,
