盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/21,,,,,,0,0,0,0,0,0,0,18,0
2016,2017,2017/06/14,2017/09/07,11.25,,,2017/10/06,0,0.12,0.12,0,0,0,0.12,11.4,1.05
2015,2016,2016/06/15,,,,,,0,0,0,0,0,0,0,8.8,0
2014,2015,2015/06/22,,,,,,0,0,0,0,0,0,0,7.9,0
2013,2014,2014/06/19,2014/08/04,9.79,,,2014/08/29,0.7,0,0.7,0,0,0,0.7,10.7,6.53
2012,2013,2013/06/21,2013/07/16,13.5,,,,0.24,0.26,0.5,0,0,0,0.5,11.9,4.21
2011,2012,2012/06/15,,,,,,0,0,0,0,0,0,0,9.83,0
2010,2011,2011/06/15,,,,,,0,0,0,0,0,0,0,13.5,0
2009,2010,2010/06/15,,,,,,0,0,0,0,0,0,0,25,0
2008,2009,,,,,,,0,0,0,0,0,0,0,17.5,0
2007,2008,2008/06/19,2008/07/31,11.05,,,,0.2,0,0.2,0,0,0,0.2,11.2,1.79
2006,2007,,,,,,,0,0,0,0,0,0,0,14.6,0
2005,2006,2006/06/15,2006/09/14,8.22,,,,0.38,0,0.38,0,0,0,0.38,11.3,3.36
2004,2005,2005/06/14,2005/07/22,15.05,2005/07/22,15.05,,0.26,0,0.26,0.26,0,0.26,0.51,15.4,3.31
2003,2004,2004/06/09,2004/08/04,24,2004/08/04,24,,1,0,1,1.5,1,2.5,3.5,34.7,10.09
2002,2003,2003/06/12,,,2003/07/16,54,,0,0,0,0.75,1,1.75,1.75,38.9,4.5
2001,2002,2002/05/31,,,,,,0,0,0,0,0,0,0,29,0
2000,2001,2001/06/27,,,,,,0,0,0,0,0,0,0,12.9,0
1999,2000,2000/05/22,,,,,,0,0,0,1.5,0.5,2,2,34.5,5.79
1998,1999,1999/06/28,,,,,,0,0,0,2.5,0.5,3,3,45.4,6.62
1997,1998,,,,,,,0,0,0,3,0,3,3,55.9,5.36
1996,1997,,,,,,,0,0,0,4.2,0,4.2,4.2,,
1995,1996,,,,,,,0,0,0,0,2.99,2.99,2.99,,
1994,1995,,,,,,,0,0,0,0,0,0,0,,
1993,1994,,,,,,,0,0,0,0,0,0,0,,
