盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/14,,,,,,0,0,0,0,0,0,0,32.9,0
2016,2017,2017/06/14,,,,,,0,0,0,0,0,0,0,7.16,0
2015,2016,2016/05/04,,,,,,0,0,0,0,0,0,0,2.59,0
2014,2015,2015/06/11,,,,,,0,0,0,0,0,0,0,3.91,0
2013,2014,2014/06/24,,,,,,0,0,0,0,0,0,0,7.2,0
2012,2013,2013/06/19,,,,,,0,0,0,0,0,0,0,6.48,0
2011,2012,2012/06/21,,,,,,0,0,0,0,0,0,0,4.06,0
2010,2011,2011/06/22,,,,,,0,0,0,0,0,0,0,8.76,0
2009,2010,2010/06/17,,,,,,0,0,0,0,0,0,0,15,0
2008,2009,2009/06/19,,,,,,0,0,0,0,0,0,0,10.1,0
2007,2008,2008/06/19,,,,,,0,0,0,0,0,0,0,18.6,0
2006,2007,2007/06/18,2007/08/16,46,2007/08/16,46,,1,0,1,0.3,0,0.3,1.3,38.9,3.34
2005,2006,2006/06/19,2006/09/15,12.85,,,,0.5,0,0.5,0,0,0,0.5,15.3,3.26
2004,2005,2005/06/24,2005/08/24,9.2,,,,1,0,1,0,0,0,1,7.45,13.42
2003,2004,2004/06/25,,,,,,0,0,0,0,0,0,0,3.78,0
2002,2003,2003/08/28,,,,,,0,0,0,0,0,0,0,3.27,0
2001,2002,2002/05/23,,,,,,0,0,0,0,0,0,0,11.7,0
2000,2001,2001/05/23,,,2001/07/02,16.2,,0,0,0,0.55,0.45,1,1,16.2,6.18
1999,2000,2000/05/31,,,2000/07/14,62.5,,0,0,0,1.2,0,1.2,1.2,55.5,2.16
1998,1999,,,,,,,0,0,0,0,0,0,0,31.4,0
1997,1998,,,,,,,0,0,0,1.46,1,2.46,2.46,34.8,7.07
1996,1997,1997/05/24,,,1997/06/24,62,,0,0,0,1.8,2.2,4,4,54.4,7.36
1995,1996,1996/03/28,,,1996/05/15,37.4,,0,0,0,7,0,7,7,48,14.59
1994,1995,1995/04/17,,,,,,0,0,0,0,0,0,0,90,0
1993,1994,1994/05/16,,,1994/07/27,,,0,0,0,2,0,2,2,,
1992,1993,,,,,,,0,0,0,0,0,0,0,,
