盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/14,2018/07/04,116.5,,,2018/07/25,6.3,0,6.3,0,0,0,6.3,119.6,5.27
2016,2017,2017/06/08,2017/06/28,111.5,,,2017/07/18,6,0,6,0,0,0,6,106.7,5.63
2015,2016,2016/06/06,2016/07/04,86,,,2016/07/22,4,0,4,0,0,0,4,92.8,4.31
2014,2015,2015/06/15,2015/07/02,79,,,2015/07/24,0.85,0,0.85,0,0,0,0.85,74.4,1.14
2013,2014,2014/06/10,2014/07/01,75.3,,,,2.5,0,2.5,0,0,0,2.5,74,3.38
2012,2013,2013/06/10,2013/07/02,74.9,,,,0.26,0,0.26,0,0,0,0.26,79.6,0.33
2011,2012,2012/06/14,2012/07/04,79.8,,,,2,0,2,0,0,0,2,86.9,2.3
2010,2011,2011/06/16,2011/07/06,99.6,,,,3.9,0,3.9,0,0,0,3.9,93.6,4.17
2009,2010,2010/06/17,2010/07/07,76.7,,,,3.8,0,3.8,0,0,0,3.8,81.3,4.67
2008,2009,2009/06/04,2009/07/07,75.5,2009/07/07,75.5,,1.2,0,1.2,0.3,0,0.3,1.5,75.7,1.98
2007,2008,2008/05/30,2008/06/18,85.9,,,,6.7,0,6.7,0,0,0,6.7,81.1,8.26
2006,2007,2007/05/31,2007/06/20,79.2,,,,4.4,0,4.4,0,0,0,4.4,83.8,5.25
2005,2006,2006/06/09,2006/07/18,55.2,2006/07/18,55.2,,4.7,0,4.7,0.3,0,0.3,5,61,8.19
2004,2005,2005/05/27,2005/07/19,57.2,2005/07/19,57.2,,3.61,0,3.61,0.6,0,0.6,4.21,61.9,6.8
2003,2004,2004/06/04,2004/07/08,53,2004/07/08,53,,1.8,0,1.8,0.2,0.4,0.6,2.4,54.7,4.39
2002,2003,2003/05/16,2003/06/05,,2003/07/09,,,1.2,0,1.2,0.2,1,1.2,2.4,49.3,4.87
2001,2002,,,,,,,0,0,0,0,0,0,0,,
2000,2001,,,,,,,0,0,0,0,0,0,0,,
1998,1999,,,,,,,0,0,0,0,0,0,0,,
1997,1998,,,,,,,0,0,0,0,0,0,0,,
