盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/05/25,2018/06/28,17.5,,,2018/07/25,1.5,0,1.5,0,0,0,1.5,19.3,7.78
2016,2017,2017/05/26,2017/06/23,20.1,,,2017/07/21,0.98,0,0.98,0,0,0,0.98,19.6,4.99
2015,2016,2016/06/24,2016/07/21,13.85,,,2016/08/19,1.2,0,1.2,0,0,0,1.2,14.9,8.03
2014,2015,2015/06/26,2015/07/31,11.35,,,2015/08/28,0.5,0,0.5,0,0,0,0.5,14.5,3.46
2013,2014,2014/06/27,2014/09/04,16.45,2014/09/04,16.45,2014/10/17,0.25,0,0.25,0.75,0,0.75,1,18.3,5.48
2012,2013,2013/06/28,,,,,,0,0,0,0,0,0,0,19.2,0
2011,2012,2012/06/27,2012/08/02,19.95,,,,1.1,0,1.1,0,0,0,1.1,18.9,5.84
2010,2011,2011/06/13,2011/07/08,23.6,,,,0.69,0,0.69,0,0,0,0.69,24.8,2.78
2009,2010,2010/06/18,2010/07/15,35.95,,,,0.98,0,0.98,0,0,0,0.98,34.2,2.86
2008,2009,2009/06/18,2009/08/27,19.65,,,,0.5,0,0.5,0,0,0,0.5,21.9,2.29
2007,2008,2008/06/30,2008/08/28,22.65,2008/08/28,22.65,,1.51,0,1.51,0,0.5,0.5,2.02,25.4,7.95
2006,2007,2007/06/15,2007/08/07,39.05,2007/08/07,39.05,,1.39,0,1.39,0,0.93,0.93,2.32,40.6,5.72
2005,2006,2006/06/15,2006/08/07,27.15,2006/08/07,27.15,,1.02,0,1.02,0,1.02,1.02,2.05,30.3,6.77
2004,2005,2005/06/15,2005/08/09,33.25,2005/08/09,33.25,,1.9,0,1.9,0,1,1,2.9,33.9,8.55
2003,2004,2004/06/24,2004/08/10,36.1,2004/08/10,36.1,,0.4,0,0.4,0.6,1,1.6,2,40.4,4.95
2002,2003,2003/06/24,2003/08/25,33,2003/08/25,33,,0.31,0,0.31,3.6,0,3.6,3.91,43.8,8.92
2001,2002,2002/06/28,2002/08/17,,2002/08/17,,,0.5,0,0.5,2.5,0,2.5,3,52.8,5.69
2000,2001,2001/06/18,2001/08/06,,2001/08/06,,,0.5,0,0.5,2.3,0,2.3,2.8,45.4,6.17
1999,2000,2000/05/23,,,,,,0,0,0,3.3,0,3.3,3.3,43.1,7.65
1998,1999,1999/04/27,,,1999/06/08,,,0,0,0,2,0,2,2,48.3,4.14
1997,1998,1998/05/15,,,1998/08/08,,,0,0,0,1.3,0,1.3,1.3,,
1996,1997,,,,,,,0,0,0,1.2,0,1.2,1.2,,
1995,1996,,,,,,,0,0,0,1.08,0,1.08,1.08,,
