盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/22,,,,,,1.49,0.01,1.5,0,0,0,1.5,28.7,5.23
2016,2017,2017/06/22,2017/08/17,28.25,,,2017/09/14,1.5,0,1.5,0,0,0,1.5,29.5,5.08
2015,2016,2016/06/20,2016/08/17,29.9,,,2016/09/14,1.12,0,1.12,0,0,0,1.12,29.8,3.75
2014,2015,2015/06/25,2015/08/12,22.45,,,2015/09/10,0.92,0.08,1,0,0,0,1,24.4,4.1
2013,2014,2014/06/25,2014/08/13,25.75,,,2014/09/12,0.5,0,0.5,0,0,0,0.5,26.5,1.89
2012,2013,2013/06/19,2013/08/12,26.25,,,,0.26,0,0.26,0,0,0,0.26,25.1,1.03
2011,2012,2012/06/28,2012/08/14,22.4,,,,0.68,0,0.68,0,0,0,0.68,21.7,3.14
2010,2011,2011/06/24,2011/08/09,28.1,,,,0.6,0,0.6,0,0,0,0.6,24.7,2.43
2009,2010,2010/06/25,2010/08/12,20.25,,,,0.6,0,0.6,0,0,0,0.6,21.5,2.79
2008,2009,2009/06/19,,,,,,0,0,0,0,0,0,0,18.1,0
2007,2008,2008/06/13,2008/09/10,13.6,,,,0.5,0,0.5,0,0,0,0.5,19.2,2.6
2006,2007,2007/06/15,2007/08/14,27.6,,,,1.3,0,1.3,0,0,0,1.3,24.5,5.31
2005,2006,2006/06/30,2006/08/15,18.85,,,,1,0,1,0,0,0,1,19.3,5.19
2004,2005,2005/06/17,2005/08/02,26.6,2005/08/02,26.6,,3.7,0,3.7,0.3,0,0.3,4,28.9,13.85
2003,2004,2004/05/07,2004/07/07,37.5,2004/07/07,37.5,,2,0,2,0.5,0,0.5,2.5,39.3,6.37
2002,2003,2003/09/30,,,,,,16.05,0,16.05,0,0,0,16.05,29.2,54.89
2001,2002,2002/03/28,,,,,,0.11,0,0.11,0,0,0,0.11,,
2000,2001,2001/05/31,,,,,,0.17,0,0.17,0,0,0,0.17,,
