盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/08,2018/07/17,14.6,,,2018/08/10(即將發放),0.6,0,0.6,0,0,0,0.6,13.6,4.41
2016,2017,2017/06/16,2017/07/12,12.8,,,2017/08/11,0.6,0,0.6,0,0,0,0.6,13.2,4.55
2015,2016,2016/06/08,2016/07/14,13.3,,,2016/08/12,0.6,0,0.6,0,0,0,0.6,13.7,4.39
2014,2015,2015/06/12,2015/07/14,13.15,,,2015/08/14,0.6,0,0.6,0,0,0,0.6,15.4,3.9
2013,2014,2014/06/06,2014/07/23,14.2,,,2014/08/15,0.6,0,0.6,0,0,0,0.6,14,4.29
2012,2013,2013/03/29,2013/05/21,17.15,,,,0.6,0,0.6,0,0,0,0.6,15.9,3.78
2011,2012,2012/06/22,2012/07/12,12.7,,,,0.6,0,0.6,0,0,0,0.6,13.9,4.32
2010,2011,2011/06/10,2011/07/07,14.55,,,,0.6,0,0.6,0,0,0,0.6,14,4.28
2009,2010,2010/05/27,,,,,,0,0,0,0,0,0,0,11.7,0
2008,2009,2009/06/19,,,,,,0,0,0,0,0,0,0,9.08,0
2007,2008,,,,,,,0,0,0,0,0,0,0,7.93,0
2006,2007,2007/06/05,,,,,,0,0,0,0,0,0,0,8.35,0
2005,2006,2006/06/09,,,,,,0,0,0,0,0,0,0,8.95,0
2004,2005,2005/06/10,,,,,,0,0,0,0,0,0,0,11.6,0
2003,2004,2004/06/15,,,,,,0,0,0,0,0,0,0,10.1,0
2002,2003,2003/05/15,,,,,,0,0,0,0,0,0,0,7.62,0
2001,2002,2002/06/17,,,,,,0,0,0,0,0,0,0,5.47,0
2000,2001,2001/05/08,,,,,,0,0,0,0,0,0,0,5.57,0
1999,2000,2000/05/18,,,2000/09/08,,,0,0,0,0.2,0.2,0.4,0.4,7.28,5.49
1998,1999,1999/05/18,,,,,,0.37,0,0.37,0,0.13,0.13,0.5,9.24,5.41
1997,1998,1998/04/16,,,,,,0,0,0,0.6,0,0.6,0.6,15.7,3.83
1996,1997,,,,,,,0,0,0,0.45,0,0.45,0.45,22.3,2.02
1995,1996,1996/04/12,,,,,,0,0,0,0.35,0,0.35,0.35,18.2,1.93
1994,1995,1995/04/20,,,,,,0,0,0,0.36,0,0.36,0.36,13.8,2.6
1993,1994,1994/05/16,,,,,,0.34,0,0.34,0,0,0,0.34,,
1992,1993,,,,,,,0,0,0,0,0,0,0,,
