盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/21,2018/08/17,36,,,2018/09/21(即將發放),3,0,3,0,0,0,3,39.5,7.59
2016,2017,2017/06/28,2017/08/10,37,,,2017/09/11,2.5,0,2.5,0,0,0,2.5,38,6.58
2015,2016,2016/06/13,2016/09/08,31.55,,,2016/10/05,2,0,2,0,0,0,2,31,6.45
2014,2015,2015/06/15,2015/09/02,26.95,,,2015/10/02,2.5,0,2.5,0,0,0,2.5,33.9,7.37
2013,2014,2014/06/17,2014/08/29,36.8,,,2014/10/16,2,0,2,0,0,0,2,35.4,5.64
2012,2013,2013/06/10,2013/08/30,33.95,2013/08/30,33.95,,2.2,0,2.2,0.25,0,0.25,2.45,33.6,7.28
2011,2012,2012/06/27,2012/09/03,26.35,,,,1.6,0,1.6,0,0,0,1.6,28.2,5.67
2010,2011,2011/06/27,2011/08/04,36.3,,,,2.29,0,2.29,0,0,0,2.29,35.8,6.4
2009,2010,2010/06/21,2010/08/24,37.65,2010/08/24,37.65,,3.5,0,3.5,0.5,0,0.5,4,40.3,9.92
2008,2009,2009/06/22,,,,,,0,0,0,0,0,0,0,32.4,0
2007,2008,2008/06/27,2008/08/29,31.05,2008/08/29,31.05,,6.6,0,6.6,0.47,0,0.47,7.07,40.3,17.53
2006,2007,2007/06/25,2007/10/08,82.3,,,,2.5,0,2.5,0,0,0,2.5,48.1,5.2
2005,2006,2006/06/26,2006/10/04,23,,,,2.5,0,2.5,0,0,0,2.5,25.3,9.89
2004,2005,2005/06/28,2005/10/06,23.5,,,,3.5,0,3.5,0,0,0,3.5,26.8,13.05
2003,2004,2004/06/21,2004/09/16,38.2,2004/09/16,38.2,,1,0,1,1,0,1,2,34.8,5.76
2002,2003,2003/06/25,2003/09/17,18.2,2003/09/17,18.2,,0.5,0,0.5,1,0,1,1.5,20.3,7.37
2001,2002,2002/06/21,,,,,,0.5,0,0.5,1,0,1,1.5,23.9,6.27
2000,2001,2001/06/19,2001/09/26,,2001/09/26,,,0.5,0,0.5,0.48,0.02,0.5,1,14.5,6.9
1999,2000,2000/05/24,,,2000/10/21,,,0,0,0,1.47,0.03,1.5,1.5,16,9.36
1998,1999,1999/04/01,,,1999/07/22,,,0,0,0,1.44,0.06,1.5,1.5,25.2,5.94
1997,1998,1998/06/01,,,1998/09/04,,,0,0,0,1.92,0.08,2,2,,
1996,1997,1997/06/27,,,1997/08/27,,,0,0,0,2.41,0.09,2.5,2.5,,
1995,1996,,,,,,,0,0,0,1.88,0.11,1.99,1.99,,
1994,1995,,,,,,,0,0,0,0.87,0.12,0.99,0.99,,
1993,1994,,,,,,,0,0,0,0,0,0,0,,
1992,1993,,,,,,,0,0,0,0,0,0,0,,
