盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/20,2018/07/06,37.5,,,2018/07/27,3,0,3,0,0,0,3,43.7,6.86
2016,2017,2017/06/20,2017/07/10,50.2,,,2017/07/31,3,0,3,0,0,0,3,51.5,5.83
2015,2016,2016/06/23,2016/07/08,56.6,,,2016/07/29,2.6,0,2.6,0,0,0,2.6,50.7,5.13
2014,2015,2015/06/11,2015/06/30,39.95,,,2015/07/21,3,0,3,0,0,0,3,43.4,6.92
2013,2014,2014/06/20,2014/07/10,56.5,,,,2.5,0,2.5,0,0,0,2.5,49.6,5.04
2012,2013,2013/06/20,2013/07/11,32.3,,,,2.5,0,2.5,0,0,0,2.5,34,7.36
2011,2012,2012/05/25,2012/07/11,29.7,2012/07/11,29.7,,2.5,0,2.5,0.4,0,0.4,2.9,33.6,8.63
2010,2011,2011/05/27,2011/07/27,41.7,2011/07/27,41.7,,2.5,0,2.5,0.36,0,0.36,2.86,40.8,7
2009,2010,2010/06/14,2010/07/05,30.45,,,,2.5,0,2.5,0,0,0,2.5,31.6,7.91
2008,2009,2009/06/26,2009/07/23,12.7,,,,0.5,0,0.5,0,0,0,0.5,14.3,3.5
2007,2008,2008/06/27,2008/08/18,13.94,2008/08/18,13.94,,0.5,0,0.5,1.5,0,1.5,2,16,12.48
2006,2007,2007/06/22,2007/08/13,36.34,2007/08/13,36.34,,0.5,0,0.5,1.5,0,1.5,2,29.6,6.77
2005,2006,2006/06/23,2006/08/08,20.22,2006/08/08,20.22,,0.5,0,0.5,1.5,0,1.5,2,22.7,8.82
2004,2005,2005/06/21,2005/08/15,19.13,2005/08/15,19.13,,0.5,0,0.5,1.5,0,1.5,2,20.2,9.9
2003,2004,2004/06/29,,,,,,0.5,0,0.5,0.8,0.2,1,1.5,,
2002,2003,,,,,,,1,0,1,0,0,0,1,,
2001,2002,,,,,,,0,0,0,0.8,0,0.8,0.8,,
2000,2001,,,,,,,0.8,0,0.8,0,0.8,0.8,1.6,,
1999,2000,,,,,,,0,0,0,0,0,0,0,,
