盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/05/29,2018/07/09,222.5,,,2018/08/10(即將發放),6.68,0,6.68,0,0,0,6.68,233.2,2.86
2016,2017,2017/06/13,2017/07/11,190.5,,,2017/08/11,6.4,0,6.4,0,0,0,6.4,188.3,3.4
2015,2016,2016/06/16,2016/07/18,210.5,,,2016/08/19,5.6,0,5.6,0,0,0,5.6,215.8,2.59
2014,2015,2015/06/26,2015/07/27,217.5,,,2015/09/01,5.3,0,5.3,0,0,0,5.3,170.9,3.1
2013,2014,2014/06/23,2014/07/09,141,,,,5,0,5,0,0,0,5,132.7,3.77
2012,2013,2013/06/17,2013/07/03,114.5,,,,3.7,0,3.7,0,0,0,3.7,116.4,3.18
2011,2012,2012/06/13,2012/07/11,55.2,,,,3,0,3,0,0,0,3,57.4,5.23
2010,2011,2011/06/22,2011/07/08,46.7,,,,2.5,0,2.5,0,0,0,2.5,45.3,5.52
2009,2010,2010/06/14,2010/07/01,43.2,,,,2,0,2,0,0,0,2,45.9,4.36
2008,2009,2009/06/19,2009/07/07,21.4,,,,1,0,1,0,0,0,1,26,3.84
2007,2008,2008/06/18,2008/07/04,18.2,,,,1.2,0,1.2,0,0,0,1.2,18.4,6.53
2006,2007,2007/06/22,2007/07/09,20,,,,0.8,0,0.8,0,0,0,0.8,19.2,4.17
2005,2006,2006/06/14,2006/08/09,9.07,,,,0.6,0,0.6,0,0,0,0.6,9.45,6.35
2004,2005,2005/06/17,2005/09/15,8.12,2005/09/15,8.12,,0.41,0,0.41,0.14,0.06,0.2,0.62,8.61,7.14
2003,2004,2004/06/21,,,,,,0,0,0,0,0,0,0,8.76,0
2002,2003,2003/06/18,,,,,,0,0,0,0,0,0,0,8.4,0
2001,2002,2002/06/12,,,,,,0,0,0,0,0,0,0,7.61,0
2000,2001,2001/06/14,,,,,,0,0,0,0,0,0,0,5.67,0
1999,2000,2000/06/12,,,,,,0,0,0,0,0,0,0,10,0
1998,1999,1999/06/25,,,,,,0,0,0,0,0,0,0,12,0
1997,1998,1998/06/26,,,1998/10/01,19.3,,0,0,0,0.6,0,0.6,0.6,26,2.31
1996,1997,1997/06/16,,,1997/10/23,25.4,,0,0,0,1,0,1,1,31,3.23
1995,1996,1996/05/29,,,1996/08/16,28.33,,0,0,0,0.55,0.45,1,1,28.4,3.52
1994,1995,1995/05/31,,,1995/08/19,26.15,,0,0,0,0.2,0.8,1,1,32.5,3.08
1993,1994,,,,,,,0,0,0,1,0,1,1,49.7,2.01
1992,1993,1993/04/23,,,1993/08/12,43.65,,0,0,0,1,0,1,1,49.7,2.01
1991,1992,1992/05/25,,,1992/11/16,51.81,,0,0,0,1,0,1,1,69.9,1.43
1990,1991,1991/06/24,,,1992/02/19,76,,0,0,0,1,0,1,1,82.1,1.22
1989,1990,1990/04/19,,,1990/12/05,,,0,0,0,2,0,2,2,,
1988,1989,,,,,,,0,0,0,2,0,2,2,,
1987,1988,,,,,,,1.5,0,1.5,0,0,0,1.5,,
1984,1985,,,,,,,0.5,0,0.5,0,0,0,0.5,,
1983,1984,,,,,,,0.5,0,0.5,0,0,0,0.5,,
