盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/21,2018/07/10,72.7,,,2018/08/10,1.2,0.8,2,0,0,0,2,47.2,4.24
2016,2017,2017/06/16,2017/07/06,25.7,,,2017/08/10,1.51,0.49,2,0,0,0,2,25.7,7.79
2015,2016,2016/06/17,2016/07/07,17.9,,,2016/08/12,2,0,2,0,0,0,2,19.2,10.4
2014,2015,2015/06/24,2015/07/09,15.4,,,2015/08/14,0.3,0,0.3,0,0,0,0.3,17.4,1.72
2013,2014,2014/06/19,2014/07/10,21.2,,,,0.2,0,0.2,0,0,0,0.2,20.2,0.99
2012,2013,2013/06/20,2013/07/10,21.3,,,,0.6,0,0.6,0,0,0,0.6,21.8,2.75
2011,2012,2012/06/21,2012/07/10,23,,,,0.5,0,0.5,0,0,0,0.5,20.6,2.43
2010,2011,2011/06/15,2011/07/07,30,,,,1.5,0,1.5,0,0,0,1.5,27.6,5.43
2009,2010,2010/06/09,2010/07/20,34.65,2010/07/20,34.65,,1.2,0,1.2,0.5,0,0.5,1.7,41.1,4.13
2008,2009,2009/06/10,2009/07/15,38.8,2009/07/15,38.8,,1.5,0,1.5,0.5,0,0.5,2,41.1,4.87
2007,2008,2008/05/27,2008/08/11,53.2,2008/08/11,53.2,,2.5,0,2.5,1,0,1,3.5,57.8,6.05
2006,2007,2007/05/15,2007/06/27,,2007/06/27,,,1.73,0,1.73,1.73,0,1.73,3.46,90.9,3.81
2005,2006,2006/05/11,2006/08/21,,2006/08/21,,,0.5,0,0.5,2,0,2,2.5,,
2004,2005,,,,,,,0,0,0,0,0,0,0,,
2001,2002,,,,,,,0,0,0,0,0,0,0,,
2000,2001,,,,,,,0,0,0,1.5,0.5,2,2,,
1999,2000,,,,,,,0,0,0,0,0,0,0,,
1998,1999,,,,,,,0,0,0,0,0,0,0,,
