盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/21,,,,,,1,1.5,2.5,0,0,0,2.5,85.6,2.92
2016,2017,2017/06/22,2017/08/16,83.3,,,2017/09/12,1.5,1.5,3,0,0,0,3,86.6,3.47
2015,2016,2016/06/15,2016/07/26,106.5,,,2016/08/29,2,2,4,0,0,0,4,103.9,3.85
2014,2015,2015/06/15,2015/07/31,82.5,,,2015/08/28,2.2,1.8,4,0,0,0,4,91.4,4.38
2013,2014,2014/06/12,2014/07/30,77,,,2014/08/26,3,0,3,0,0,0,3,76.5,3.92
2012,2013,2013/06/13,2013/07/18,70.7,,,,4.47,0,4.47,0,0,0,4.47,74.3,6.02
2011,2012,2012/06/15,2012/08/03,87.3,,,,1.5,0,1.5,0,0,0,1.5,87.8,1.71
2010,2011,2011/06/15,2011/09/06,50.5,,,,3,0,3,0,0,0,3,64.9,4.62
2009,2010,2010/06/17,2010/08/12,89.1,2010/08/12,89.1,,5.5,0,5.5,0.5,0,0.5,6,103.8,5.78
2008,2009,2009/06/19,2009/07/29,178,2009/07/29,178,,3.77,0,3.77,0.94,0,0.94,4.71,143.8,3.28
2007,2008,2008/06/13,2008/07/28,144,2008/07/28,144,,4.47,0,4.47,0.99,0,0.99,5.47,142.4,3.84
2006,2007,2007/06/13,2007/07/16,233.19,2007/07/16,233.19,,2.5,0,2.5,2.5,0,2.5,5,218.4,2.29
2005,2006,2006/05/24,2006/06/26,127.54,2006/06/26,127.54,,1.5,0,1.5,2,1,3,4.5,195.2,2.31
2004,2005,2005/03/22,2005/05/12,,2005/05/12,,,0.5,0,0.5,1.5,0,1.5,2,156,1.28
2003,2004,2004/04/30,,,,,,0,0,0,2,0,2,2,,
