盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/07,2018/07/26,26.8,,,2018/08/23(即將發放),1.1,0,1.1,0,0,0,1.1,27.6,3.98
2016,2017,2017/06/15,2017/07/26,24.55,,,2017/08/22,1,0,1,0,0,0,1,25.3,3.96
2015,2016,2016/06/16,2016/07/27,23,,,2016/08/23,1,0,1,0,0,0,1,23.4,4.28
2014,2015,2015/06/11,2015/07/23,22.2,,,2015/08/20,1,0,1,0,0,0,1,22.9,4.37
2013,2014,2014/06/12,2014/07/24,23.95,,,2014/08/14,1,0,1,0,0,0,1,23.6,4.24
2012,2013,2013/06/11,2013/07/17,22,,,,1,0,1,0,0,0,1,21.9,4.57
2011,2012,2012/05/31,2012/07/05,18.4,,,,1,0,1,0,0,0,1,19.3,5.19
2010,2011,2011/06/03,2011/07/07,17.65,,,,1,0,1,0,0,0,1,18,5.57
2009,2010,2010/06/04,2010/07/08,16.65,,,,0.8,0,0.8,0,0,0,0.8,17.5,4.57
2008,2009,2009/06/19,2009/07/16,16.2,,,,0.8,0,0.8,0,0,0,0.8,14.8,5.41
2007,2008,2008/05/30,2008/06/19,21.2,,,,0.8,0,0.8,0,0,0,0.8,16.7,4.79
2006,2007,2007/06/22,2007/07/16,17.4,,,,1,0,1,0,0,0,1,17,5.87
2005,2006,2006/06/02,2006/06/27,12.9,,,,0.78,0,0.78,0,0,0,0.78,13.6,5.71
2004,2005,,2005/06/27,12.55,,,,0.75,0,0.75,0,0,0,0.75,12.5,6.02
2003,2004,2004/05/14,2004/06/08,12.25,,,,0.7,0,0.7,0,0,0,0.7,12.5,5.61
2002,2003,2003/05/30,2003/06/24,9.55,,,,0.45,0,0.45,0,0,0,0.45,10,4.46
2001,2002,2002/06/14,2002/07/03,,,,,0.4,0,0.4,0,0,0,0.4,10.3,3.88
2000,2001,2001/05/18,2001/07/18,8.64,2001/07/18,8.64,,0.1,0,0.1,0.1,0.08,0.18,0.28,11.6,2.42
1999,2000,2000/04/21,2000/06/05,18.18,2000/06/05,18.18,,0.2,0,0.2,0.53,0.07,0.6,0.8,16.7,4.82
1998,1999,1999/05/07,,,1999/07/14,,,0,0,0,0.93,0.39,1.32,1.32,14.6,9.09
1997,1998,1998/05/29,,,1998/08/07,21.6,,0,0,0,0.6,0.41,1.01,1.01,24.6,4.1
1996,1997,1997/05/10,1997/06/21,,1997/06/21,,,0.45,0,0.45,0,0.35,0.35,0.8,26.7,2.99
1995,1996,1996/05/11,1996/05/27,,1996/08/15,,,0.35,0,0.35,0,0.35,0.35,0.7,22.2,3.15
1994,1995,1995/05/20,1995/06/06,,1995/08/15,,,0.35,0,0.35,0,0.35,0.35,0.7,22,3.18
1993,1994,1994/05/21,,,,,,0,0,0,0,0,0,0,34.2,0
1992,1993,1993/06/05,,,1993/11/02,38.8,,0,0,0,0,1,1,1,44.8,2.23
1991,1992,,,,,,,0,0,0,1.22,0,1.22,1.22,53.8,2.27
1990,1991,1991/06/29,1991/10/05,56,1991/10/05,56,,0.3,0,0.3,1.7,0,1.7,2,67.6,2.96
1989,1990,1990/04/19,,,,,,0,0,0,0,0,0,0,,
1988,1989,,,,,,,0,0,0,6,0,6,6,,
1987,1988,,,,,,,0.45,0,0.45,0,0,0,0.45,,
1985,1986,,,,,,,0,0,0,1,0,1,1,,
1984,1985,,,,,,,0,0,0,1.6,0,1.6,1.6,,
1983,1984,,,,,,,0,0,0,1.7,0,1.7,1.7,,
