盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/08,2018/07/17,76.6,,,2018/08/20,4.5,0,4.5,0,0,0,4.5,80,5.62
2016,2017,2017/06/08,2017/08/17,91.7,,,2017/09/22,5,0,5,0,0,0,5,94.9,5.27
2015,2016,2016/06/08,2016/08/18,106,,,2016/09/21,6,0,6,0,0,0,6,105,5.71
2014,2015,2015/06/12,2015/08/20,96.3,2015/08/20,96.3,2015/09/30,5.95,0,5.95,0,0.5,0.5,6.45,111.7,5.77
2013,2014,2014/06/11,2014/08/20,114,2014/08/20,114,2014/09/30,6,0,6,0,1,1,7,118.8,5.89
2012,2013,2013/06/13,2013/08/20,95.9,2013/08/20,95.9,,3.35,0,3.35,0.96,0,0.96,4.31,93.2,4.63
2011,2012,2012/06/15,2012/08/17,63.5,2012/08/17,63.5,,3.5,0,3.5,1,0,1,4.5,66.8,6.74
2010,2011,2011/06/09,2011/08/18,65.5,2011/08/18,65.5,,4.5,0,4.5,0,1,1,5.5,72.6,7.57
2009,2010,2010/06/15,2010/08/19,81.6,2010/08/19,81.6,,4,0,4,0.5,0,0.5,4.5,83.4,5.4
2008,2009,,2009/08/20,79,,,,4,0,4,0,0,0,4,69.2,5.78
2007,2008,2008/06/13,2008/08/21,67.8,2008/08/21,67.8,,5,0,5,1,0,1,6,78,7.7
2006,2007,2007/06/15,2007/08/21,124,2007/08/21,124,,3.5,0,3.5,1.5,0,1.5,5,114.5,4.37
2005,2006,2006/06/14,2006/08/18,54.9,2006/08/18,54.9,,2.5,0,2.5,1.5,0,1.5,4,62.3,6.42
2004,2005,2005/05/25,2005/09/20,42.95,2005/09/20,42.95,,2.45,0,2.45,0.98,0,0.98,3.43,47.5,7.23
2003,2004,2004/05/18,2004/09/02,43.7,2004/09/02,43.7,,1.5,0,1.5,1.5,0,1.5,2.99,51.8,5.78
2002,2003,2003/05/30,2003/07/22,51.5,2003/07/22,51.5,,1.5,0,1.5,1.5,0,1.5,3,52.6,5.7
2001,2002,2002/05/18,,,2002/07/17,,,0,0,0,1.8,1,2.8,2.8,48.4,5.78
2000,2001,2001/04/10,,,2001/04/16,30,,0,0,0,0.45,1,1.45,1.45,,
