盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/14,,,,,,0,0,0,0,0,0,0,9.23,0
2016,2017,2017/06/13,2017/07/10,10.15,,,2017/08/11,0.5,0,0.5,0,0,0,0.5,10.5,4.76
2015,2016,2016/06/13,2016/07/08,9.8,,,2016/08/04,0.5,0,0.5,0,0,0,0.5,10.6,4.72
2014,2015,2015/06/16,2015/07/15,9.6,,,2015/08/07,0.6,0,0.6,0,0,0,0.6,10.8,5.58
2013,2014,2014/06/12,2014/07/10,14.35,,,,0.69,0,0.69,0,0,0,0.69,13.3,5.2
2012,2013,2013/06/13,2013/08/09,12.4,2013/08/09,12.4,,0.13,0,0.13,0.5,0.4,0.9,1.03,12.8,8.02
2011,2012,2012/06/13,,,,,,0,0,0,0,0,0,0,11.8,0
2010,2011,2011/06/09,2011/08/09,10.05,2011/08/09,10.05,,0.15,0,0.15,0.22,0.23,0.45,0.6,14.1,4.26
2009,2010,2010/06/17,2010/08/09,21.6,2010/08/09,21.6,,0.1,0,0.1,0.12,0.28,0.4,0.5,22.9,2.19
2008,2009,2009/06/16,2009/08/07,11.6,2009/08/07,11.6,,0.1,0,0.1,0.52,0.08,0.6,0.7,13.9,5.04
2007,2008,2008/06/13,2008/08/13,21.4,2008/08/13,21.4,,0.5,0,0.5,1.84,0.15,1.99,2.49,22.6,11
2006,2007,2007/06/13,,,2007/08/03,33.7,,0,0,0,1.09,0.1,1.19,1.19,31.8,3.74
2005,2006,2006/06/14,,,2006/07/26,14.2,,0,0,0,0.6,0,0.6,0.6,14.7,4.08
2004,2005,2005/06/14,,,,,,0,0,0,0,0,0,0,8.04,0
2003,2004,2004/05/18,,,,,,0,0,0,0,0,0,0,9.12,0
2002,2003,2003/06/02,,,2003/07/29,16.3,,0,0,0,0.85,0.15,1,1,16.8,5.96
2001,2002,2002/06/11,,,2002/08/06,,,0,0,0,1.9,0.1,2,2,34.8,5.75
2000,2001,2001/05/18,,,2001/07/03,,,0,0,0,1.5,0.4,1.9,1.9,33.3,5.7
1999,2000,2000/06/13,,,2000/10/25,,,0,0,0,1.5,0,1.5,1.5,,
1998,1999,1999/06/15,,,1999/08/23,,,0,0,0,0.5,0.7,1.2,1.2,,
1997,1998,1998/06/30,,,,,,0,0,0,0,0,0,0,,
